Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,building_type_id,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
349001,101 Golden Gate Av,Downtown,BP ISSUED,24-Aug-11,9,90,"Ten story mixed-use affordable housing project; Request for a Conditional Use authorization for a mixed-use building exceeding 40 feet in an R District, for future philanthropic uses above the ground floor, and exceptions to parking, rear yard, upper stor","ERECT 10 STORIES, 90 DWELLING UNITS, 1 BASEMENT, DINING, SOCIAL SERVICES, AFFORDABLE APARTMENTS BUIL",Mixed Use,RC-4,296,0,,,,,,,2005.0869,201012156753,,15-Dec-10,80-120-T,RC-4,15-Dec-10,-122.412374,37.781936,293,Resident,-1,BP Approved/Issued/Re-Instated,11,90,12312,20000,,-7688,,,,72,14393,349,1,,,6,Reuben & Junius,Joel  Yodowitz,415 567 9000,Joel  Yodowitz 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
491020,3342 Steiner St,Marina,BP Filed,17-Jan-08,14,1,,Interior remodel of (E) second floor. Convert (E) office use to residential (1 unit).,Mixed Use,NC-2,815,0,,,,,,,,200801172733,,17-Jan-08,40-X,NC-2,17-Jan-08,-122.4376,37.800086,316,Resident,0,BP Filed,6,1,0,,,,,,,,2500,491,20,,,2,,,,,,
492025,2026 Lombard St,Marina,BP ISSUED,11-Apr-07,6,0,"The proposed project involves the demolition of an 8,630 gsf, two-story (over grade parking) 30-room motel and construction of a 49,001gsf, 4-story hotel containing 97 rooms.",ERECT A NEW 4 STORY 89 UNIT TOURIST HOTEL W/ GARAGE,Mixed Use,NC-3,819,40370,0,0,0,0,0,40370,2002.0497,200606023107,11-Jun-02,2-Jun-06,40-X,NC-3,11-Jun-02,-122.43494,37.800127,319,Visitor,-1,BP Approved/Issued/Re-Instated,11,0,40370,0,0,0,0,0,40370,,13612,492,25,78,46,2,,Reinargus and Sigri Engelen,415.884.2879,Reinargus and Sigri Engelen 415.884.2879,"Novato, CA  94948",P.O. Box 12
527002,2559 Van Ness Av,Marina,BP Filed,1-Jun-11,4,27,Demolish gas station and remove USTs; no new construction yet proposed,"TO ERECT 6 STORIES, 27 UNITS RESIDENTIAL / RETAIL / GARAGE BUILDING.",Mixed Use,RC-3,366,0,,,,,,,2009.0024,201106017181,12-Jan-09,1-Jun-11,65-A,RC-3,12-Jan-09,-122.424255,37.799075,355,Resident,-1,BP Filed,14,27,-2347,0,0,0,0,-2347,0,,8401,527,2,,,2,,,,,,
528008,1662-1664 Union St.,Marina,BP Filed,25-Jun-07,14,7,Demo of existing; construction of new 7 unit four-story building.," ERECT: 1 4 STORY, 7 UNIT TYPE 5 RESIDENTIAL STRUCTURE.",Neighborhood Commercial,UNION,366,0,,,,,,,2007.0598,200706255058,19-Jun-07,25-Jun-07,40-X,UNION,19-Jun-07,-122.426636,37.798352,356,Resident,-1,BP Filed,6,4,0,,,,,,,,4236,528,8,,,2,Crissius Properties,Anand Gohel,415-896-5838,Anand Gohel 415-896-5838,"San Francisco, CA 94107","500 Bryant Street, Ste. 101"
531004,2919 Laguna St,Marina,PL Approved,22-Oct-09,14,2,Demolition of existing single-family dwelling and construction of new 2-unit residence.,,Residential,RH-2,360,0,,,,,,,2008.1349,,17-Mar-09,,40-X,RH-2,17-Mar-09,-122.430755,37.797923,358,Resident,-1,PL Approved,5,1,0,,,,,,,,2421,531,4,,,2,Michael Hennessey - Architecture,Michael Hennessey,415-512-1559,Michael Hennessey 415-512-1559,"San Francisco, CA 94105",161 Natoma Street
550004,2237 Polk St,Northeast,BP Filed,2-Jul-07,14,2,,ADD 1 STORY TO MAKE 1 ADDITIONAL RESIDENTIAL UNIT. ADD STRUCUTRAL BRACING ON GROUND FLOOR RESTAURANT,Neighborhood Commercial,POLK,367,0,,,,,,,,200707025741,,2-Jul-07,65-A,POLK,2-Jul-07,-122.422126,37.797416,376,Resident,0,BP Filed,6,1,0,,,,,,,,2113,550,4,,,3,,,,,,
557019,2151 Green St,Marina,CONSTRUCTION,6-Sep-12,14,1,"To construct a 6-story, single-family house o a vacant lot in an RH-2 district.",ERECT:1  5-story single family dwelling,Residential,RH-2,359,0,,,,,,,2008.0215,200702134062,15-Feb-08,13-Feb-07,40-X,RH-2,13-Feb-07,-122.434441,37.79614,380,Resident,-1,Construction,13,1,0,,,,,,,,4400,557,19,,,2,AZ Design & Engineering Inc. ,Abrahm Zavala,650-553-4031,Abrahm Zavala 650-553-4031,"South San Francisco, CA 94080",400 Oyster Point Blvd. # 438
570010,1622 Broadway ,Marina,PL Approved,12-Mar-09,4,34,CU for 34 dwelling unit building,,Residential,RM-3,353,0,,,,,,,2008.0862,,22-Jul-08,,80-A,RM-3,22-Jul-08,-122.423903,37.795806,391,Resident,-1,PL Approved,5,34,0,,,,,,,,13611,570,10,,,2,Reuben & Junius,Joel  Yodowitz,415 567 9000,Joel  Yodowitz 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
574011,1648 Pacific Av,Northeast,PL Approved,28-Jul-08,12,0,Addition and alteration of historic fire house into a retail and private club use of approx. 8681 sqft with no parking.,,Neighborhood Commercial,POLK,351,8681,,,,,8681,,2008.0467,,22-Apr-09,,65-A,POLK,22-Apr-09,-122.422421,37.795065,396,Retail/Ent,-1,PL Approved,5,0,506,,,,,506,,,3831,574,11,,,3,Carey and Co.,Samaneh Nili,415.773.0773,Samaneh Nili 415.773.0773,"San Francisco, CA 94108",460 Bush Street
647007,1634 Pine St,Western Addition,PL FILED,5-Nov-08,4,250,"Demolition of five buildings and construction of a mixed-use project with 250 dwelling units, 298 off-street parking spaces, 12,000 GSF office use, in a building ranging from 65-134 feet in height, 14 stories tall.  ",,Mixed Use,NC-3,330,12000,12000,,,,0,,2004.0764,,28-Sep-07,27-Nov-00,130-E,NC-3,27-Nov-00,-122.42296,37.789593,429,Mixres,0,Planning Filed,7,250,448,,,12000,,-11552,,,35506,647,7,298,298,2,"A. F. Evans Company, Inc.",Jeff Loustau,510-891-9400,Jeff Loustau 510-891-9400,"Oakland, CA  94607","1000 Broadway, Suite 300"
0654001F,2429 California St,Japantown,BP Filed,23-Aug-07,9,0,,"Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.",Neighborhood Commercial,FILLMORE,321,5566,2014,,,,3552,,,200708230748,,23-Aug-07,40-X,FILLMORE,23-Aug-07,-122.434348,37.788711,434,Mixed,0,BP Filed,7,0,3553,,,2014,,1539,,,4736,654,001F,,,5,,,,,,
660007,19 Wilmot St,Japantown,CONSTRUCTION,4-Nov-10,14,2,Demolition of two-family dwelling building and construction of new two-unit structure.  ,"TO ERECT 3 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-2,321,0,0,0,0,0,0,0,2006.1356,200602245389,13-Jun-07,24-Feb-06,40-X,RH-2,24-Feb-06,-122.432282,37.787514,453,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,,3187,660,7,,,5,Gary Bell & Associates,Gary Bell,415-902-5400,Gary Bell 415-902-5400,"Inverness, CA  94937",PO Box 647
668012,1465 Pine St,Northeast,CONSTRUCTION,1-Aug-12,4,35,,ERECT A FIVE STORY 35 DWELLING UNIT/COMM'L MIXED USE BUILDING,Neighborhood Commercial,POLK,327,0,0,0,0,0,0,0,,200503167620,,16-Mar-05,65-A,POLK,16-Mar-05,-122.419851,37.789579,468,Resident,-1,Construction,13,35,0,0,0,0,0,0,0,,8692,668,12,,,3,,,,,,
671006,1450 Franklin St,Western Addition,BP REINSTATED,25-Jun-09,4,69,,"ERECT A 13 STORIES 69 RESIDENTIAL UNIT & COMMERCIAL BUILDING WITH PARKING;
DEMOLISH A 2 STORY AUTO SALES AND SERVICE GARAGE",Mixed Use,NC-3,330,0,,,,,,,,200809252660,,25-Sep-08,130-E,NC-3,25-Sep-08,-122.423355,37.788011,473,Resident,-1,BP Approved/Issued/Re-Instated,8,69,-24000,,0,0,0,-24000,0,,12319,671,6,,,2,,,,,,
691008,1285 Sutter St,Downtown,CONSTRUCTION,3-Oct-12,4,107,"Demolition of an existing movie theater and construction of 13-story mixed-use building with 120 dwelling units, appx. 180 off-street parking spaces, and appx. 16,500 gsf of ground floor commercial use.","TO ERECT 13 STORIES, 107 CONDOS AND GROUND FLOOR COMMERICIAL WITH 4 BASEMENTS.",Mixed Use,RC-4,319,16500,,,,,16500,,2005.0298,200712069866,28-Feb-06,6-Dec-07,130-V,RC-4,28-Feb-06,-122.42135,37.787456,485,Mixres,-1,Construction,13,107,-8308,,,,,-8308,,,21797,691,8,180,180,3,MacFarlane Partners,Jason Doyle,415 356-2500,Jason Doyle 415 356-2500,"San Francisco, CA  94105","201 Spear Street, 14th Floor"
729046,1210 Scott Street,Western Addition,PL Filed,8-Jun-07,4,18,First-time Homeownership - avg. 80pct AMI,,Residential,RM-3,301,0,0,0,0,0,0,0,,,,8-Jun-07,65-A,RM-3,8-Jun-07,-122.437129,37.780997,507,Resident,0,Planning Filed,,18,0,0,0,0,0,0,0,,20252,729,44,,0,5,,,,,,
757025,1100 Golden Gate Av,Western Addition,BP Filed,10-Jul-12,4,98,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",ERECT TYPE 1 & TYPE V NEW BUILDING,Residential,RM-3,281,0,,,,,,,2008.1162,201207104447,11-Dec-08,10-Jul-12,50-X,RM-3,11-Dec-08,-122.428767,37.780045,523,Resident,-1,BP Filed,5,98,0,,,,,,,,102094,757,25,,,5,TNDC,Shannon Dodge,415-358-3930,Shannon Dodge 415-358-3930,"SF, CA  94102",201 Eddy Street
766001,525 Golden Gate Av,Downtown,CONSTRUCTION,4-Jun-10,10,0,"Final design concept for construction of a 14-story, 181-foot-high City Administrative Office Building",,Public,P,648,277000,277000,0,0,0,0,0,2002.04,201006043859,16-Apr-02,,200-L,P,16-Apr-02,-122.419264,37.781034,529,MIPS,-1,Construction,2,,277000,0,0,277000,0,0,0,,21780,766,1,,,6,Department of Public Works,Nick Circosta,554-5800,Nick Circosta 554-5800,"San Francisco, CA  94103-0942","875 Stevenson St, Ste 460"
768013,701 Golden Gate Av,Market Octavia,CONSTRUCTION,25-Jul-12,4,100,,ERECT 8 STORIES OF 100 DWELLING UNITS.,Mixed Use,NCT-3,683,0,0,0,0,0,0,0,,200610235755,,23-Oct-06,50-X/120-X,NCT-3,23-Oct-06,-122.422252,37.780686,531,Resident,-1,Construction,13,100,0,0,0,0,0,0,0,,16500,768,13,,,6,,,,,,
794015,746 Laguna St,Market Octavia,PL Approved,13-May-10,4,136,"Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct residential bldg. of 143 units with 21,945 sf of commercial space on the ground floor, and 165 parking spaces.  22 parking spaces will be at the gr",,Residential,RTO,268,19620,19620,0,0,0,0,0,2005.1085,,29-Aug-08,,40-50-X,RTO,29-Aug-08,-122.426447,37.777818,539,Mixres,-1,PL Approved,5,136,2325,0,0,-19620,0,21945,0,,44250,794,15,70,95,5,Trust for Children of Henry Wong,Henry Wong,CA 94039,Henry Wong CA 94039,Mountain View,P.O. Box 391656
807010,580 Hayes St,Market Octavia,PL APPROVED,9-Mar-11,8,90,Construction of a five-story residential care facility with dwelling units on the top floor and retail on the ground floor.,"ERECT A FIVE STORIES, 90 UNITS (SENIOR HOUSING)",Neighborhood Commercial,HAYES NCT,268,45632,0,0,38000,0,7632,0,2011.0229,200808078678,6-Jul-05,7-Aug-08,55-X,HAYES NCT,6-Jul-05,-122.425884,37.776651,541,Mixres,-1,PL Approved,6,90,42432,0,38000,0,0,4432,0,,12020,807,10,,,5,,Daniel Schalit,415-227-2217,Daniel Schalit 415-227-2217,"San Francisco, CA 94105","121 Spear Street, Suite 250"
807022,543 Grove St,Market Octavia,CONSTRUCTION,20-Sep-12,14,1,"Construction of a new approx. 5,555 sq. ft., 4-story-over-basement, 40' tall, 3-unit residential building on vacant lot, w/ three off-street parking spaces.","AT REAR, ERECT 4 STORY SINGLE FAMILY DWELLING.",Residential,RTO,268,0,0,0,0,0,0,0,2006.1224,201111219392,4-Oct-06,21-Nov-11,40-X,RTO,4-Oct-06,-122.42551,37.777394,543,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,3000,807,22,,,5,SIA Consutlting,Reza Khoshnevisan,922-0200,Reza Khoshnevisan 922-0200,"San Francisco, CA  94103",1256 Howard Street
4829010,2105 Keith St,"BVHP Area A,B",BP APPROVED,4-Nov-08,4,8,"Demolition of the existing 3,900 sq. ft. industrial building and subdivide the parcel into four lots. New construction of four- two unit duplexes on each newly created parcels.","four permits for four duplexes, 8 total",Residential,RH-2,388,0,,,,,,,2006.0055,200710044644,11-Jan-06,4-Oct-07,40-X,RH-2,11-Jan-06,-122.390551,37.727957,2316,Resident,-1,BP Approved/Issued/Re-Instated,9,8,-3900,,,,-3900,,,,7670,4829,10,,,10,Alex Tse,Alex Tse,415-260-8739,Alex Tse 415-260-8739,"Foster City, CA 94404",975 Lurline Dr. 
4846018,1351 Yosemite Av,"BVHP Area A,B",BP ISSUED,23-May-08,7,0,,ERECT A NEW 2 STORY CONTRACTOR'S WAREHOUSE & OFFICE,Industrial,PDR-2,892,7500,1000,0,0,6500,0,0,,200405285091,,28-May-04,40-X,PDR-2,28-May-04,-122.387592,37.724347,2319,PDR,-1,BP Approved/Issued/Re-Instated,11,0,7500,0,0,1000,6500,0,0,,5036,4846,18,,,10,,,,,,
4886008,Hunters Point Expy,Candlestick,PL APPROVED,3-Aug-10,9,10500,"Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,0",,Public,P,881,4110000,2756250,0,0,393750,750000,210000,2007.0946,,11-Jan-10,,OS,P,11-Jan-10,-122.381602,37.711469,2322,Mixres,-1,PL Approved,5,10237,4110000,0,0,2756250,393750,750000,210000,,4113460,4886,8,,0,10,SF Redevelopment Agency,Nicole Franklin,749-2400,Nicole Franklin 749-2400,"San Francisco, CA 94103",One South Van Ness Avenue
4352007,1301 Cesar Chavez St,"BVHP Area A,B",BP Filed,15-Oct-07,10,0,,"Erect a two stories builing for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, T.V. rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. rm",Industrial,PDR-2,491,88564,88564,,,0,,,,200710155436,,15-Oct-07,40-X,PDR-2,15-Oct-07,-122.390032,37.74998,2239,MIPS,0,BP Filed,9,0,81979,,,88564,-6585,,,,89004,4352,7,,,10,,,,,,
4591A010,142 Albatross,Other S Bayshore,PL Filed,8-Jun-07,4,50,Family housing,,Residential,RM-1,386,0,0,0,0,0,0,0,,,,8-Jun-07,40-X,RM-1,8-Jun-07,-122.372154,37.728285,2244,Resident,0,Planning Filed,,50,0,0,0,0,0,0,0,,,4591A,10,,0,10,,,,,,
4624009,227 West Point Road,Other S Bayshore,PL Approved,10-Dec-08,4,668,"The proposed project would demolish the 267 affordable housing units in 50 buildings and construct about 668 affordable units, 6,400 sq. ft. of retail, 739 parking spaces in 66 buildings. Buildings would range from two to five-stories 20 to 50 feet in hei",,Residential,RH-2,446,7020,0,620,0,0,6400,0,2007.0168,,27-Mar-08,,40-X,RH-2/RM-1/M-1,27-Mar-08,-122.379131,37.73508,2247,Mixres,-1,PL Approved,5,349,620,620,0,0,0,0,0,,799013,4624,3,739,739,10,San Francisco Housing Authorty,Juan  Monsanto,415-715-3217,Juan  Monsanto 415-715-3217,"S.F., CA. 94124","1815 Egbert Ave, #301"
4645018,860 Innes Av,India Basin,BP APPROVED,3-Nov-08,4,4,"Construct a vertical addition to accommodate three DUs, convert ground floor to a three-car garage, and change ground floor use from business to retail in an NC-2 (Small-Scale Neighborhood Commercial) District and a 40-X Height and Bulk District.","ADD 2 NEW FLOORS TO (E) STRUCTURE.RECONFIGURE (E)SPACE W/NEW ADDED SPACE TO CREATE 1 COMM'L SPACE,",Mixed Use,NC-2,446,0,0,0,0,0,0,0,2004.1311,200402267273,6-Dec-04,26-Feb-04,40-X,NC-2,26-Feb-04,-122.375385,37.731973,2252,Resident,-1,BP Approved/Issued/Re-Instated,9,4,-2560,0,0,0,-2560,0,0,,2567,4645,18,,,10,,David O'Connor,876-0164,David O'Connor 876-0164,"San Francisco, CA 94118",618 - 5th Avenue
5279033,1675 Jerrold Av,Other S Bayshore,CONSTRUCTION,30-Jul-07,9,0,,ERECT 4 STORY WAREHOUSE & OFFICE,Industrial,M-1,407,9980,4990,0,0,4990,0,0,,200208022937,,2-Aug-02,65-J,M-1,2-Aug-02,-122.390794,37.739412,2268,Mixed,-1,Construction,13,0,9980,0,0,4990,4990,0,0,,2490,5279,33,,,10,,,,,,
5556019,162 Brewster St,Bernal Heights,CONSTRUCTION,18-Sep-12,14,1,,TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-1,114,0,0,0,0,0,0,0,,200607106046,,10-Jul-06,40-X,RH-1,10-Jul-06,-122.407352,37.744057,2289,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,2046,5556,19,,,9,,,,,,
4786043,1171 Revere Av,"BVHP Area A,B",BP ISSUED,27-Feb-08,7,0,"To legalize Block 4786, lot 043, a triangular lot that neither meets lot area nor lot width zoning regulations.",TO ERECT 1 STORY WARE HOUSE.,Industrial,PDR-2,902,2175,0,0,0,2175,0,0,2006.1269,200606073397,16-Oct-06,7-Jun-06,40-X,PDR-2,7-Jun-06,-122.382449,37.727212,2307,PDR,-1,BP Approved/Issued/Re-Instated,11,0,2175,0,0,0,2175,0,0,,2900,4786,43,,,10,,,,,,
4912002,2838 Jennings St,"BVHP Area A,B",CONSTRUCTION,16-Nov-07,14,2,,COMPLY NOV 200449317.CONVERT (E)GRD/FL COMMERCIAL SPACE TO 2 BEDRM APARMENT.CHG LAUNDRY RM FOR THE BLDG. CHG UTILITY RM & A ROOF TOP DECK FOR THE APARTMENT. ALL VIOLATION WILL BE CORRECTED FOR 2/FL UNIT. ALL NEW ELECT & PLUMB FOR NEW LOWER UNIT.,Industrial,PDR-1-B,896,0,0,0,0,0,0,0,,200612018992,,1-Dec-06,40-X,PDR-1-B,1-Dec-06,-122.392991,37.722476,2324,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,7500,4912,2,,,10,,,,,,
4937014,1060 Gilman Av,"BVHP Area A,B",BP REINSTATED,4-Nov-10,14,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,890,0,0,0,0,0,0,0,,200610245911,,24-Oct-06,40-X,RH-1,24-Oct-06,-122.389126,37.718953,2329,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,3400,4937,14,,,10,,,,,,
4976019,750 Jamestown Av,"BVHP Area A,B",CONSTRUCTION,16-Apr-09,14,1,Construct a new single-family dwelling unit.,TO ERECT ONE DWELLING UNIT WITH  3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,879,0,0,0,0,0,0,0,2007.0078,200609071583,19-Jan-07,7-Sep-06,40-X,RH-1,7-Sep-06,-122.38935,37.715691,2346,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,2942,4976,19,,,10,Hills Bradas Consultants,John Hills,510-534-1026,John Hills 510-534-1026,"Oakland, CA 94601",2460 34th Ave. #2
4991277,833-881 Jamestown,Candlestick,CONSTRUCTION,17-Sep-07,4,132,EE  Subdivide 30 acres into 271 lots & build a maximum of 520 units in a phased project.,BLDG #10 - ERECT A FOUR STORY THRITY SIX UNIT RESIDENTIAL BLDG,Residential,RH-2,880,0,0,0,0,0,0,0,1991.076,9924080S,19-Feb-91,13-Nov-99,40-X,RH-2,19-Feb-91,-122.386789,37.711415,2359,Resident,-1,Construction,13,132,0,0,0,0,0,0,0,,1284132,4991,277,,,10,"Director, Department of Public Wor","Director, Department of Public Wor", 554-6920,"Director, Department of Public Wor  554-6920","San Francisco, CA  94102","City Hall, Room 260"
5066B003,2175 Bayshore Bl,VisVal,BP APPROVED,23-Nov-09,9,4,"construction of new commercial and 4 unit building, demolition of existing buildings",DEMOLISH 1 STORY COMMERCIAL BUILDING.,Mixed Use,NC-1,875,750,0,0,0,0,750,0,2006.1111,200611036818,26-Feb-07,3-Nov-06,40-X,NC-1,3-Nov-06,-122.401304,37.712343,2366,Mixres,-1,BP Approved/Issued/Re-Instated,9,4,-1250,0,0,0,0,-1250,0,,3130,5066B,3,0,0,10,Best Design & Construction Co.,Alex Nie,415-656-3528,Alex Nie 415-656-3528,"Brisbane, CA 94005",100 Old Country Road Ste 100C
5258001,1409 Hudson Av,Other S Bayshore,BP ISSUED,4-Dec-07,14,1,,"TO ERECT 2 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING BUILDING.",Residential,RH-1,410,0,0,0,0,0,0,0,,200512150450,,15-Dec-05,40-X,RH-1,15-Dec-05,-122.384954,37.737993,2377,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,3000,5258,1,,,10,,,,,,
5323015A,1425 Mendell St,"BVHP Area A,B",BP FILED,3-May-07,10,0,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)
TO ERECT 5 STORIES OFFICE BUILDING.",Mixed Use,NC-3,428,7031,5625,,,,1406,,2007.0331,,24-May-07,,55-X,NC-3,24-May-07,-122.390384,37.734332,2400,MIPS,0,BP Filed,3,0,3802,,,2396,,1406,,,1875,5323,015A,,,10,Arcsine,Adam Winig,510-444-2410,Adam Winig 510-444-2410,Oakland CA,"414 13th Street, Suite 350"
5327038,1665 Palou Av,"BVHP Area A,B",BP ISSUED,29-Mar-11,14,2,,ERECT 2 DWELLING UNITS OF 4 STORIES.,Residential,RH-2,406,0,0,0,0,0,0,0,,200507137493,,13-Jul-05,40-X,RH-2,13-Jul-05,-122.392226,37.734545,2402,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,,2500,5327,38,,,10,,,,,,
5334017,2158 Revere Av,"BVHP Area A,B",PL Approved,11-Sep-08,14,1,"Conditional use for substandard lot width. Transfering 6"" from lot 016 to new lot 017. New construction on lot 017.",,Residential,RH-1,408,0,,,,,,,2007.1142,,4-Jan-08,,40-X,RH-1,4-Jan-08,-122.40053,37.737703,2408,Resident,-1,PL Approved,5,1,0,,,,,,,,5000,5334,16,,,10,,Julia Liu,415.348.8145,Julia Liu 415.348.8145,"San Francisco, CA  94107","50 Rizal Street, #517"
3729039,721 Clementina St,WSoMa,BP Filed,24-Dec-09,14,1,,REMODEL FIRST TWO FLOORS & ADD 2 ADDITIONAL STORIES OF RESIDENTIAL. CONVERT (E) 2ND FLOOR TO RESIDEN,Industrial,SLR,596,0,,,,,,,2006.1251,200912243860,12-Oct-06,24-Dec-09,50-X,SLR,12-Oct-06,-122.41092,37.774969,3283,Resident,-1,BP Filed,6,1,0,,,,,,,72,1903,3729,39,1,1,6,"Arcsine, Inc.",Daniel Scovill,510.444.2410,Daniel Scovill 510.444.2410,"Oakland, CA 94607","2121 Peralta Street, Ste 129"
1270053,179 Delmar St,Buena Vista,BP ISSUED,30-Aug-10,1,2,,HORIZONTAL & VERTICAL EXTENSION TO CONVERT A SINGLE FAMILY INTO 2 FAMILY DWELLINGS. RAISE BLDG 2' TO,Residential,RH-2,229,0,,,,,,,,201003057685,,5-Mar-10,40-X,RH-2,5-Mar-10,-122.4452469,37.7658005,4198,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,1270,53,,,8,,,,,,
1412019,2034 Clement St,Richmond,CONSTRUCTION,14-Sep-12,1,3,"Demo building at rear of property and construct a horizontal and vertical addition to the front building with a garage at the 1st floor and 3-unit residential building at the 2nd, 3rd and 4th floors.","ERECT 4 STORIES, 3 UNITS, TYPE 5 BUILDING.",Mixed Use,OUTER CLEMENT,315,0,0,,,,,,2010.0603,201010253666,20-Jul-10,25-Oct-10,40-X,OUTER CLEMENT,20-Jul-10,-122.481282,37.782524,4199,Resident,-1,Construction,13,3,-1730,,,0,,-1730,,,0,1412,19,,,1,Andrew Mann Architecture,Jeanne Liem,408-391-1938,Jeanne Liem 408-391-1938,"San Jose, CA 95136",4013 Yolo Drive
1542039,430 03rd Av,Richmond,BP ISSUED,24-Oct-12,1,3,,rear addition; 3-levels,Residential,RH-3,636,0,,,,,,,,201001225204,,22-Jan-10,40-X,RH-3,22-Jan-10,-122.460691,37.780495,4200,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,1542,39,,,1,,,,,,
