Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT
1069004,21 Wood St,Richmond,BP ISSUED,8/1/08,2,DEMOLITION SFD,"ERECT A FOUR STORY, TWO UNIT RESIDENTIAL DWELLING",Residential,RH-2,687,0,0,0,0,0,0,0,2006.0157,2.00602E+11,5/29/07,2/13/06,40-X,RH-2,13-Feb-06,-122.448837,37.783935,702,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,,2967,1069,4,,,RH-2,40-X
5619057,133 Elsie St,Bernal Heights,BP APPROVED,12/7/09,1,,ERECT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,447,0,0,0,0,0,0,0,,2.00603E+11,,3/1/06,40-X,RH-1,1-Mar-06,-122.417814,37.742368,2533,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,,1750,5619,57,,,RH-1,40-X
5825007,782-786 Andover St,Bernal Heights,BP APPROVED,11/5/10,6,Construction of three new two-unit buildings - steep grade on lot requires parking variance for lot 9.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,Residential,RH-2,87,0,0,0,0,0,0,0,2006.0825,2.00603E+11,7/10/06,3/2/06,40-X,RH-2,2-Mar-06,-122.417086,37.733671,2591,,Resident,-1,BP Approved/Issued/Re-Instated,9,6,0,0,0,0,0,0,0,,6313,5825,7,4,4,RH-2,40-X
5825009,794 Andover St,Bernal Heights,BP APPROVED,11/5/10,2,Construction of three new two-unit buildings.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,Residential,RH-2,87,0,0,0,0,0,0,0,2006.0825,2.00603E+11,7/10/06,3/2/06,40-X,RH-2,2-Mar-06,-122.41701,37.733593,2593,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,6313,5825,9,,,RH-2,40-X
5825008,790 Andover St,Bernal Heights,BP APPROVED,9/8/10,2,,ERECT 3 STORIES 2 DWELLING UNITS  BLDG.,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00603E+11,,3/2/06,40-X,RH-2,2-Mar-06,-122.417035,37.733619,2592,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,1781,5825,8,,,RH-2,40-X
310002,49 Kearny St,Downtown,BP APPROVED,3/17/11,7,,convert office use to residential unit floors 2-8 also repair stairs and elevetor.,Commercial,C-3-O,934,0,0,0,0,0,0,0,,2.00603E+11,,3/3/06,80-130-F,C-3-O,3-Mar-06,-122.4037,37.788497,229,87,Resident,-1,BP Approved/Issued/Re-Instated,9,7,"-8,630",0,0,"-8,630",0,0,0,87,1163,310,2,,,C-3-O,80-130-F
1729023Q,1242 22nd Av,Outer Sunset,BP ISSUED,3/13/07,2,,"VERTICAL ADDITION OF ADDING A 3RD STORY, 2ND UNIT.",Residential,RH-2,556,0,0,0,0,0,0,0,,2.00604E+11,,4/5/06,40-X,RH-2,5-Apr-06,-122.480246,37.764478,1097,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,3000,1729,023Q,,,RH-2,40-X
4087037,2219 Bryant St,Mission,BP ISSUED,4/30/08,2,The proposal is for a vertical alteration to add a third story to an existing two story single-family dwelling in zoning district RM-1. The project will add one additional dwelling unit and one additional off-street parking space. The front setback will n,REMODEL GROUND AND SECOND FLOOR. THIRD FLOOR VERTICAL ADDITION. ALTER FRONTAGE AND CONSTRUCT BAY WINDOW. ADD REAR EXTERIOR STAIR.,Residential,RM-1,186,0,0,0,0,0,0,0,2006.134,2.00604E+11,11/3/06,4/25/06,40-X,RM-1,25-Apr-06,-122.409543,37.758714,2131,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2500,4087,37,,,RM-1,40-X
3507041,1401 Market St,Downtown,BP ISSUED,4/25/08,719,Construction of new mixed-use building containing approximately 719 dwelling units and up to 719 parking spaces,TO ERECT A NEW 35 STORY 719 DWELLING UNITS WITH RETAIL & PARKING  & ASSEMBLY SPACE,Commercial,C-3-G,608,"12,250",0,0,0,0,"12,250",0,2006.0584,2.00607E+11,5/3/06,7/20/06,200-S/320-S,C-3-G,3-May-06,-122.417545,37.776411,1452,4,Mixres,-1,BP Approved/Issued/Re-Instated,11,719,"12,250",0,0,0,0,"12,250",0,4,90985,3507,39,719,719,C-3-G,200-S/320-S
3537078,45 Belcher St,Market Octavia,BP REINSTATED,2/27/08,1,,4TH FLOOR ADDITION TO (E) 3 STORY BUILDING.,Residential,RTO,567,0,0,0,0,0,0,0,,2.00605E+11,,5/30/06,40-X,RTO,30-May-06,-122.429986,37.768604,1504,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,3772,3537,78,,,RTO,40-X
1073008,2608 Post St,Richmond,BP REINSTATED,2/26/08,1,"Construction of a 4-story, 40-foot high, 4,485 sqft 2-unit building at front of lot. Single-family dwelling existing and rear of lot and will remain.",ERECT 1 2-STORY TYPE 5 BUILDING,Residential,RH-3,311,0,,,,,,,2008.0388,2.00605E+11,6/30/09,5/31/06,40-X,RH-3,31-May-06,-122.444894,37.783775,704,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,,4063,1073,8,,,RH-3,40-X
4786043,1171 Revere Av,"BVHP Area A,B",BP ISSUED,2/27/08,0,"To legalize Block 4786, lot 043, a triangular lot that neither meets lot area nor lot width zoning regulations.",TO ERECT 1 STORY WARE HOUSE.,Residential,RH-2,902,"2,175",0,0,0,"2,175",0,0,2006.1269,2.00606E+11,10/16/06,6/7/06,40-X,PDR-2,7-Jun-06,-122.382449,37.727212,2307,,PDR,-1,BP Approved/Issued/Re-Instated,11,0,"2,175",0,0,0,"2,175",0,0,,2900,4786,43,,,PDR-2,40-X
5476014,3595 Keith St,"BVHP Area A,B",BP APPROVED,12/29/09,1,"Construction of 6 residential units on 4 floors of 40-foot high,  5721 sf building to be constructed on vacant lot.
====
Zoning: RM-1
To construct on this vacant triangular-shaped lot a new three-story-over-garage, six-unit building for seniors with three",ERECT 3 STORIES 1 SINGLE FAMILY BUILDING.,Residential,RM-1,905,0,0,0,0,0,0,0,2005.1054,2.00611E+11,6/22/06,11/30/06,40-X,RM-1,22-Jun-06,-122.398654,37.719186,2468,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,,2548,5476,14,,,RM-1,40-X
6567013,3736 Cesar Chavez St,Central,BP REINSTATED,5/29/07,2,"Addition and alteration to an existing 2,620 square foot two-unit building, resulting in a 6,310 square foot two-unit building.","VERTICAL & HORIZONTAL ADDITION & ADDING ONE UNIT, NEW GARAGE.",Residential,RH-2,128,0,0,0,0,0,0,0,2008.0731,2.00606E+11,6/19/08,6/23/06,40-X,RH-2,23-Jun-06,-122.423474,37.74809,2839,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,3470,6567,13,,,RH-2,40-X
5556019,162 Brewster St,Bernal Heights,BP REINSTATED,6/14/10,1,,TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-1,114,0,0,0,0,0,0,0,,2.00607E+11,,7/10/06,40-X,RH-1,10-Jul-06,-122.407352,37.744057,2289,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,2046,5556,19,,,RH-1,40-X
1364048,4201 California St,Richmond,BP ISSUED,6/9/10,6,"Demolish 850-square foot service station on parking lot for 10 cars and construct 3-story, 6-unit residential over commercial building in excess of 10,000 sq ft.",TO ERECT A NEW 4 STORY 6 UNIT BUILDING WITH RETAIL SPACE,Mixed Use,NC-1,324,"10,000",0,0,0,0,"10,000",0,2006.0851,2.00607E+11,9/29/06,7/18/06,40-X,NC-1,18-Jul-06,-122.462539,37.785174,822,,Mixres,-1,BP Approved/Issued/Re-Instated,11,6,"9,150",0,0,0,-850,"10,000",0,,4855,1364,48,6,-4,NC-1,40-X
3211010A,270 Ocean Av,"South Central, Other",BP REINSTATED,1/25/08,6,"The proposal is to construct a four-story residential building on a vacant lot in zoning district NC-1. The proposed building is forty feet in height and consists of six units, ranging in size from 1,162 square feet in area to 1,590 square feet in area. A",TO ERECT 4 STORY 6 DWELLING UNITS,Mixed Use,NC-1,55,0,0,0,0,0,0,0,2007.0125,2.00607E+11,1/31/07,7/18/06,40-X,NC-1,18-Jul-06,-122.442279,37.723334,1445,,Resident,-1,BP Approved/Issued/Re-Instated,8,6,0,0,0,0,0,0,0,,4510,3211,010A,,,NC-1,40-X
1505027,536 40th Av,Richmond,BP ISSUED,8/11/09,2,"2007.0179: The proposal would demolish an existing single-family building constructed in 1906, and construct a new two-unit residential building.
2008.0271: new 4 story, 2 unit building",TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-2,294,0,,,,,,,2008.0271,2.00608E+11,3/6/08,8/17/06,40-X,RH-2,17-Aug-06,-122.500535,37.778556,907,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2964,1505,27,,,RH-2,40-X
7088056,320 Randolph St,"Ingleside, Other",BP APPROVED,12/13/07,8,"To construct a mixed-use building with 8 market rate residential units with 1:1 off-street parking, a residential care facility with 18 rooms to accomodate up to 36 occupants and two retail/commercial spaces on ground floor.",DEMOLISH 2 STORIES RETAIL AND OFFICE BUILDING.,Mixed Use,NC-1,25,"6,258",,"5,285",,,973,,2010.0045,2.00608E+11,1/21/10,8/29/06,40-X,NC-1,29-Aug-06,-122.465553,37.714412,3020,,Mixres,-1,BP Approved/Issued/Re-Instated,9,8,"6,258","5,285",,,,973,,,7503,7088,56,,,NC-1,40-X
6620014,440 29th St,Central,BP APPROVED,10/28/09,2,Demolish existing single-family house (built before 1900) and construct new two-unit dwelling.,ERECT 3 STORIES 2 DWELLING UNITS BLDG.,Residential,RH-2,113,0,0,0,0,0,0,0,2006.1079,2.00609E+11,8/31/06,9/15/06,40-X,RH-2,31-Aug-06,-122.429833,37.743644,2881,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,,2850,6620,14,,,RH-2,40-X
2044003A,1864 08th Av,Inner Sunset,BP ISSUED,1/11/11,2,,"HORIZONTAL & VERTICAL ADDITION: EXPANSION OF BASEMENT, FIRST & SECOND FLOOR; ADDITION OF THIRD FLOOR AND ROOF DECK",Residential,RH-2,514,0,0,0,0,0,0,0,,2.00608E+11,,8/31/06,40-X,RH-2,31-Aug-06,-122.464348,37.753618,1213,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2096,2044,003A,,,RH-2,40-X
8709004,1600 Owens St,Mission Bay,BP ISSUED,6/3/08,0,"Section 321 allocation for 228,000 gsf of office development in new 10-story (approximately 160') 245,500 gsf laboratory/office building with ground-floor retail, no on-site parking (off-street parking to be provided on adjacent parcel - Parcel 6).  Missi","ERECT 10-STORY, TYPE-1, OFFICE, LAB, RETAIL NEW BUILDING.",Commercial,MB-RA,653,"245,000","245,000",,,,,,2006.1216,2.00711E+11,9/29/06,11/9/07,MB-RA,MB-RA,29-Sep-06,-122.394204,37.769169,3133,,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,"245,000",,,"245,000",,,,,150407,8709,4,,,MB-RA,MB-RA
8720016,1455 03rd St,Mission Bay,BP ISSUED,4/23/10,0,"Section 321 allocation for a total of up to 373,487 gsf of office development for three new buildings with approximately 380,999 gsf, 7,512 sf of ground floor retail space and 689 off-street parking spaces (to be located off-site on adjacent Block 27). Bu","NEW 10 STORY BLDG FOR OFFICE, LAB AND RETAIL CORE AND SHELL",Commercial,C-3-G,650,"380,999","373,499",,,,"7,500",,2006.1509,2.00806E+11,10/5/06,6/10/08,150-S/320-S,C-3-G,5-Oct-06,-122.389378,37.771035,3146,,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,"380,999",,,"373,499",,"7,500",,,364862,3837,7,,,C-3-G,150-S/320-S
6168012,71 Bishop St,"South Central, Other",BP ISSUED,12/31/09,2,"RESIDENTIAL DEMOLITION, and construction of single family building on each lot - two residential units total.",ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,30,0,0,0,0,0,0,0,2006.1287,2.00611E+11,10/19/06,11/3/06,40-X,RH-1,19-Oct-06,-122.404121,37.718302,2698,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,4097,6168,12,,,RH-1,40-X
768013,701 Golden Gate Av,Market Octavia,BP ISSUED,8/21/07,100,,ERECT 8 STORIES OF 100 DWELLING UNITS.,Mixed Use,NCT-3,683,0,0,0,0,0,0,0,,2.0061E+11,,10/23/06,50-X/120-X,NCT-3,23-Oct-06,-122.422252,37.780686,531,,Resident,-1,BP Approved/Issued/Re-Instated,11,100,0,0,0,0,0,0,0,,16500,768,13,,,NCT-3,50-X/120-X
6244073,458 Leland Av,"South Central, Other",BP ISSUED,9/11/07,1,ONSTRUCT ADDITIONAL 2 STORIES ABOVE EXISTING ONE STORY WOOD GARAGE TO ADD NEW SNGLE FAMILY DWELLING.,CONSTRUCT ADDITIONAL 2 STORIES ABOVE EXISTING ONE STORY WOOD GARAGE ADD NEW SNGLE FAMILY DWELLING.,Residential,RH-1,17,0,,,,,,,2007.0537,2.0061E+11,6/7/07,10/24/06,40-X,RH-1,24-Oct-06,-122.412833,37.71411,2734,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2500,6244,73,,,RH-1,40-X
4937014,1060 Gilman Av,"BVHP Area A,B",BP REINSTATED,11/4/10,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,890,0,0,0,0,0,0,0,,2.0061E+11,,10/24/06,40-X,RH-1,24-Oct-06,-122.389126,37.718953,2329,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,3400,4937,14,,,RH-1,40-X
6168013,67 Bishop St,"South Central, Other",BP ISSUED,12/31/09,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,30,0,0,0,0,0,0,0,,2.00611E+11,,11/3/06,40-X,RH-1,3-Nov-06,-122.404109,37.71833,2699,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2049,6168,13,,,RH-1,40-X
5066B003,2175 Bayshore Bl,VisVal,BP APPROVED,11/23/09,4,"construction of new commercial and 4 unit building, demolition of existing buildings",DEMOLISH 1 STORY COMMERCIAL BUILDING.,Mixed Use,NC-1,875,750,0,0,0,0,750,0,2006.1111,2.00611E+11,2/26/07,11/3/06,40-X,NC-1,3-Nov-06,-122.401304,37.712343,2366,,Mixres,-1,BP Approved/Issued/Re-Instated,9,4,"-1,250",0,0,0,0,"-1,250",0,,3130,5066B,3,0,0,NC-1,40-X
6345007,626 Paris St,"South Central, Other",BP ISSUED,9/10/10,1,NEW CONSTSRUCTION OF SINGLE-FAMILY DWELLING.,"ERECT 2 STORIES, 1 UNIT, 1 BASEMENT NEW BUILDING.",Residential,RH-1,39,0,0,0,0,0,0,0,2007.0177,2.00611E+11,2/16/07,11/8/06,40-X,RH-1,8-Nov-06,-122.437309,37.718855,2765,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2500,6345,7,,,RH-1,40-X
6549003,1320 Church St,Central,BP ISSUED,12/12/07,1,,ERECT 3 STORIES 1 UNIT BUILDING IN FRONT LOT.,Residential,RH-2,127,0,0,0,0,0,0,0,,2.00612E+11,,12/14/06,40-X,RH-2,14-Dec-06,-122.427427,37.74974,2828,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2582,6549,3,,,RH-2,40-X
6202046,169 Delta St,"South Central, Other",BP APPROVED,1/3/11,1,Proposing construction of a single-family dwelling unit on a vacant lot in a RH-1 (40-X) Height and Bulk District.,"TO ERECT A NEW 3 STORY, 1 DWELLING RESIDENTIAL UNIT",Residential,RH-1,23,0,,,,,,,2007.1373,2.00612E+11,11/16/07,12/20/06,40-X,RH-1,20-Dec-06,-122.407462,37.717372,2722,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,1750,6202,46,,,RH-1,40-X
6591022A,1413 Noe St,Central,BP APPROVED,12/29/08,1,"Demo, new construction, rear yard variance",ERECT 2 STORIES SINGLE FAMILY DWELLING BLDG.,Residential,RH-2,120,0,,,,,,,2006.1519,2.00708E+11,12/20/06,8/31/07,40-X,RH-2,20-Dec-06,-122.431197,37.746312,2851,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,1544,6591,022A,,,RH-2,40-X
4912001,2824 Jennings St,"BVHP Area A,B",BP APPROVED,10/30/07,3,,SCOPE OF WORK IS TO MAKE CORRECTIONS REQUIRED ON NOV;COMPLAINT # 200449960 AND TO LEGALIZE (E) 2ND FLOOR RESIDENCES. (E) RESIDENCES WILL BE REMODELED AND WILL BE BROUGHT UP TO CODE & NEW ADA/HANDICAP BATHROOMS WILL BE CONSTRUCTED. NEW ELECTRICAL. 1ST FLOO,Industrial,PDR-2,896,0,0,0,0,0,0,0,,2.00701E+11,,1/11/07,40-X,PDR-2,11-Jan-07,-122.392925,37.72255,2323,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,7439,4912,1,,,PDR-2,40-X
3594009,2374 Folsom St,Mission,BP ISSUED,8/30/10,4,CONVERT EXISTING 3-STORY 2-UNIT RESIDENTIAL BUILDING W/ 2 OFF-STREET PARKING SPACES TO 4-STORY 4-UNIT RESIDENTIAL BUILDING W/ 4 OFF-STREET PARKING SPACES.,VERTICAL AND HORIZONTAL EXTENSION TO CONVERT A 3 STORY 2 UNIT RESIDENTIAL BUILDING INTO A 4 STORY 4 UNTS CONDEMINIUM BLDG WITH INTERNAL REMODELING,Residential,RM-1,188,0,0,0,0,0,0,0,2007.1209,2.00701E+11,10/16/07,1/29/07,55-X,RM-1,29-Jan-07,-122.414891,37.759361,1617,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,,3663,3594,9,,,RM-1,55-X
1371039,112 12th Av,Richmond,BP ISSUED,5/4/10,2,,HORIZONTAL ADDITION AND REMODELING TO CHANGE FROM ONE SINGLE FAMILY TO 2 FAMILY RESIDENCES,Residential,RH-2,722,0,0,0,0,0,0,0,,2.00702E+11,,2/5/07,40-X,RH-2,5-Feb-07,-122.47092,37.786009,831,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,3037,1371,39,,,RH-2,40-X
6543012,4529 25th St,Central,BP REINSTATED,7/16/08,2,The project would demolish the existing two-story single family structure and construct a new three-story two unit structure.,"remove 2 upper levels of existing house, horizontal addition @ front, rear and sides and vertical addtiion to make new 2 unit residence.",Residential,RH-2,478,0,0,0,0,0,0,0,2006.1075,2.00702E+11,10/31/07,2/7/07,40-X,RH-2,7-Feb-07,-122.439715,37.749213,2825,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,3750,6543,12,,,RH-2,40-X
2347004G,2350 19th Av,Inner Sunset,BP APPROVED,2/17/11,10,"The proposed project would demolish a 300 square foot carport/office shack, subdivide one lot into five new (25'x100') lots, and the construct two units on each lot for a total of ten dwelling units.",Multiple Permits,Residential,RH-2,115,0,,,,,,,2007.0178,2.00708E+11,2/16/07,8/7/07,40-X,RH-2,16-Feb-07,-122.475558,37.743958,1233,,Resident,-1,BP Approved/Issued/Re-Instated,9,10,0,,,,,,,,12500,2347,004G,,,RH-2,40-X
2747005A,56 Grand View Av,Central,BP APPROVED,6/12/07,2,,"addition of 2nd (studio) unit, mep separate permit.",Residential,RH-2,178,0,0,0,0,0,0,0,,2.00702E+11,,2/20/07,40-X,RH-2,20-Feb-07,-122.440824,37.756667,1331,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,,1818,2747,005A,,,RH-2,40-X
818020,476 Linden St,Market Octavia,BP APPROVED,6/9/09,2,,ERECT 4 STORIES 2 DWELLING UNITS BLDG.,Residential,RTO,268,0,,,,,,,,2.00703E+11,,3/12/07,40-X,HAYES NCT/RTO,12-Mar-07,-122.425742,37.776202,556,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,,,,,,,,3314,818,20,,,HAYES NCT/RTO,40-X
6534029,1225 Dolores St,Central,BP APPROVED,12/8/09,3,,"ERECT 4 STORIES, 3 DWELLING UNITS CONDOMINIUM BUILDING.",Residential,RH-3,140,0,,,,,,,,2.00703E+11,,3/30/07,40-X,RH-3,30-Mar-07,-122.424715,37.749797,2817,,Resident,-1,BP Approved/Issued/Re-Instated,9,3,0,,,,,,,,3125,6534,29,,,RH-3,40-X
6942046,270 Granada Av,"Ingleside, Other",BP ISSUED,2/24/11,2,"To construct a new four-story, two-unit structure. ;To demolish the existing one-story single-family dwelling.",ERECT 3 STORIES 2 DWELLING UNITS BUILDING,Residential,RH-2,53,0,,,,,,,2008.0752,2.00704E+11,6/25/08,4/24/07,40-X,RH-2,24-Apr-07,-122.456986,37.723345,2966,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,3761,6942,46,,,RH-2,40-X
4224018,1036 Mississippi St,Showpl/Potrero,BP APPROVED,12/1/09,2,"New construction of two buildings with two units each, total of four units on a vacant lot.",TO ERECT A NEW 3 STORY 2 DWELLING UNITS,Residential,RH-3,519,0,,,,,,,2007.0713,2.00705E+11,7/17/07,5/1/07,40-X,RH-3,1-May-07,-122.393853,37.752943,2196,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,,,,,,,,5000,4224,18,,,RH-3,40-X
4224015,1004 Mississippi St,Showpl/Potrero,BP APPROVED,1/16/09,28,"Construct 28 dwelling units and 28 parking spaces in an underground garage on a vacant lot. The building would be approximately 57,974 sq. ft. and approxomately 40 feet in height. ","ERECT 4 STORIES, 28 UNITS, 3 BASEMENTS, RESIDENTIAL CONDOMINIUM BUILDING.",Residential,RH-3,519,0,0,0,0,0,0,0,2006.081,2.00705E+11,11/15/07,5/1/07,40-X,RH-3,1-May-07,-122.393815,37.753144,2194,,Resident,-1,BP Approved/Issued/Re-Instated,9,28,0,0,0,0,0,0,0,,23300,4224,15,28,28,RH-3,40-X
3789003,72 Townsend St,East SoMa,BP APPROVED,12/11/08,74,76 new construction / mixed,"7 STORY ADDITION TO EXISTING 2 STORY COMMERCIAL WAREHOUSE, HIGH RISE BUILDING. ADDITION OF RETAIL, PARKING & 74 RESIDENTIAL UNITS.",Residential,SB-DTR,727,0,,,,,,,2007.0894,2.00705E+11,,5/1/07,105-F,SB-DTR,1-May-07,-122.390093,37.781143,2025,23,Resident,-1,BP Approved/Issued/Re-Instated,9,74,0,,,,,,,23,29305,3789,3,,,SB-DTR,105-F
5457030,2809 San Bruno Av,"South Central, Other",BP ISSUED,11/5/10,2,THIRD FLOOR VERTICAL ALTERATION TO RELOCAT GROUND FLOOR DWELLING UNIT TO THIRD FLOOR AND CONVERT GROUND FLOOR TO COMMERCIAL USE.,3RD FLOOR ADDITION FOR DWELLING UNIT RELOCATION. ESTABLISH GROUND FLOOR COMMERCIAL SPACE. GROUND FLO,Mixed Use,NC-2,57,"1,523",,,,,"1,523",,2007.1034,2.00705E+11,9/7/07,5/18/07,40-X,NC-2,18-May-07,-122.40287,37.726276,2456,,Mixres,-1,BP Approved/Issued/Re-Instated,11,0,"1,523",,,,,"1,523",,,2250,5457,30,,,NC-2,40-X
1517030,520 28th Av,Richmond,BP REINSTATED,12/4/08,3,"Existing 2-story SFD approx. 1500 sqft with 1 off-street parking space. Proposed 4-story 40' in height 3-unit over ground floor parking with approx 6,000 sqft.",TO ERECT 4 STORY 3 FAMILY DWELLING,Residential,RM-1,280,0,,,,,,,2008.0663,2.00706E+11,6/4/08,6/14/07,40-X,RM-1,14-Jun-07,-122.487732,37.779397,920,,Resident,-1,BP Approved/Issued/Re-Instated,8,2,0,,,,,,,,2989,1517,30,,,RM-1,40-X
5826002,104 Bache St,Bernal Heights,BP ISSUED,8/4/09,2,Rear yard and parking variance,TO ERECT TWO DWELLING UNIT WITH 3 STORY NEW BLDG,Residential,RH-2,87,0,,,,,,,2008.0382,2.00706E+11,3/27/08,6/26/07,40-X,RH-2,26-Jun-07,-122.41763,37.733907,2594,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,,1825,5826,2,,,RH-2,40-X
5260002,4132 Third Street,Other S Bayshore,BP APPROVED,2/17/09,7,,ERECT A NEW 4 STORY RESIDENTIAL & COMMERCIAL BUILDING,Industrial,M-1,489,0,0,0,0,0,0,0,,2.00707E+11,,7/5/07,65-J,M-1,5-Jul-07,-122.389089,37.740114,2382,,Resident,-1,BP Approved/Issued/Re-Instated,9,7,0,0,0,0,0,0,0,,5425,5260,2,,,M-1,65-J
1865009,1559 19th Av,Outer Sunset,BP ISSUED,3/31/08,2,,2 STORIES VERTICAL ADDITION AND HORIZONTAL ADDITION FOUNDATION TO BE UPGRADE 1 UNIT (E) BLDG. TO BE ,Residential,RH-2,526,0,,,,,,,,2.00707E+11,,7/11/07,40-X,RH-2,11-Jul-07,-122.476925,37.758742,1180,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,4035,1865,9,,,RH-2,40-X
6208003,138 Alpha St,"South Central, Other",BP APPROVED,11/23/09,1,lot line adjustment,CONSTRUCT A NEW 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,15,0,,,,,,,2007.0234,2.00806E+11,8/23/07,6/19/08,40-X,RH-1,23-Aug-07,-122.404408,37.714095,2728,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,4406,6208,3,,,RH-1,40-X
1690032,836 48th Av,Richmond,BP REINSTATED,6/4/08,2,,"Vertical addition: Add 2 additional stories, to include a penthouse level at (E) 2 story bldg. Submi",Residential,RH-2,689,0,,,,,,,,2.00709E+11,,9/7/07,40-X,RH-2,7-Sep-07,-122.508751,37.772576,1079,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,,3600,1690,32,,,RH-2,40-X
2768007,446 Diamond St,Central,BP ISSUED,11/18/08,2,"Addition of a single-story garage to the front of the existing 3-story, 2,253 sqft single-family dwelling. Convert existing garage into new unit. Rearyard horizontal addtion. The result is a 3,008 sqft two-unit residence.",Add one story garage (2) car garage in (E) front. Horizontal addition at rear (add one story to exis,Residential,RH-2,161,0,,,,,,,2007.1394,2.00709E+11,12/7/07,9/11/07,40-X,RH-2,11-Sep-07,-122.436837,37.755194,1341,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2885,2768,7,,,RH-2,40-X
3530049,160 14th St,Mission,BP ISSUED,4/22/08,1,,Change of occupancy at 2nd floor to R-3/ PROVIDE 1 HOUR SEPARATION BETWEEN NEW DWELLING UNIT AND EXI,Industrial,PDR-1-G,590,0,,,,,,,,2.0071E+11,,10/3/07,58-X,PDR-1-G,3-Oct-07,-122.417115,37.768593,1487,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,4204,3530,49,,,PDR-1-G,58-X
