Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,TempSelect,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF
310002,49 KEARNY ST,Downtown,BP APPROVED,12/24/09,7,,convert office use to residential unit floors 2-8 also repair stairs and elevetor.,Commercial,C-3-O,934,0,0,0,0,0,0,0,,2.00603E+11,,3/3/06,80-130-F,C-3-O,3-Mar-06,-122.4037,37.788497,229,2,Resident,-1,BP Approved/Issued/Re-Instated,9,7,"-8,630"
3049032,85 ST ELMO WY,"Ingleside, Other",BP ISSUED,6/28/07,1,"The proposal is a request for conditional use pursuant to Section 304 for a PUD to seek exception from rear yard requirements for the construction of an addition to the existing Chinese Consulate's residence,  including guest suites and staff units in mos",TO ERECT 4 STORY SINGLE FAMILY DWELLING,Residential,RH-1(D),82,0,0,0,0,0,0,0,2005.0659,2.00603E+11,,3/13/06,40-X,RH-1(D),13-Mar-06,-122.459429,37.731929,1417,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
1729023Q,1242 22ND AV,Outer Sunset,BP ISSUED,3/13/07,2,,"VERTICAL ADDITION OF ADDING A 3RD STORY, 2ND UNIT.",Residential,RH-2,556,0,0,0,0,0,0,0,,2.00604E+11,,4/5/06,40-X,RH-2,5-Apr-06,-122.480246,37.764478,1097,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
4087037,2219 BRYANT ST,Mission,BP ISSUED,4/30/08,2,The proposal is for a vertical alteration to add a third story to an existing two story single-family dwelling in zoning district RM-1. The project will add one additional dwelling unit and one additional off-street parking space. The front setback will n,REMODEL GROUND AND SECOND FLOOR. THIRD FLOOR VERTICAL ADDITION. ALTER FRONTAGE AND CONSTRUCT BAY WINDOW. ADD REAR EXTERIOR STAIR.,Residential,RM-1,186,0,0,0,0,0,0,0,2006.134,2.00604E+11,,4/25/06,40-X,RM-1,25-Apr-06,-122.409543,37.758714,2131,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
3507041,1401 MARKET ST,Downtown,BP ISSUED,4/25/08,719,Construction of new mixed-use building containing approximately 719 dwelling units and up to 719 parking spaces,TO ERECT A NEW 35 STORY 719 DWELLING UNITS WITH RETAIL & PARKING  & ASSEMBLY SPACE,Commercial,C-3-G,608,"12,250","12,250",0,0,0,"12,250",0,2006.0584,2.00607E+11,5/3/06,7/20/06,150-S/320-S,C-3-G,3-May-06,-122.417545,37.776411,1452,,Mixres,-1,BP Approved/Issued/Re-Instated,11,719,"12,250"
1736033,1208 15TH AV,Inner Sunset,BP ISSUED,8/25/08,2,,TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-2,222,0,0,0,0,0,0,0,,2.00605E+11,,5/11/06,40-X,RH-2,11-May-06,-122.472728,37.765322,1108,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0
3717019,120 HOWARD ST,Downtown,BP APPROVED,9/15/08,0,"Three-story, approximately 67,000 square-foot vertical addition to existing 155,000 square-foot nine-story office building.","PROPOSED VERTICAL ADDITION REMOVING EXTG PENTHOUSE AND CONSTRUCTING 4 NEW STORIES WITH FULL FLOOR PLATES, NEW STRUCTURE WILL BE STEEL MOMENT FRAME AND MECHANICAL WILL BE VARIABLE AIR VOLUME-REPLACE 3 EXTG ELEVATORS",Commercial,C-3-O(SD),780,"222,000","222,000",0,0,0,0,0,2006.0616,2.00611E+11,5/11/06,11/17/06,200-S,C-3-O/C-3-O(SD),11-May-06,-122.3929,37.791226,1770,2,MIPS,-1,BP Approved/Issued/Re-Instated,9,0,"67,000"
3537078,45 BELCHER ST,Market Octavia,BP REINSTATED,2/27/08,1,,4TH FLOOR ADDITION TO (E) 3 STORY BUILDING.,Residential,RTO,567,0,0,0,0,0,0,0,,2.00605E+11,,5/30/06,40-X,RTO,30-May-06,-122.429986,37.768604,1504,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0
1073008,2608 POST ST,Richmond,BP REINSTATED,2/26/08,1,"Construction of a 4-story, 40-foot high, 4,485 sqft 2-unit building at front of lot. Single-family dwelling existing and rear of lot and will remain.",ERECT 1 2-STORY TYPE 5 BUILDING,Residential,RH-3,311,0,,,,,,,2008.0388,2.00605E+11,3/31/08,5/31/06,40-X,RH-3,31-May-06,-122.444894,37.783775,704,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0
4786043,1171 REVERE AV,"BVHP Area A,B",BP ISSUED,2/27/08,0,"To legalize Block 4786, lot 043, a triangular lot that neither meets lot area nor lot width zoning regulations.",TO ERECT 1 STORY WARE HOUSE.,Industrial,PDR-2,902,"2,175",0,0,0,0,0,0,2006.1269,2.00606E+11,10/16/06,6/7/06,40-X,PDR-2,7-Jun-06,-122.382449,37.727212,2307,,Vacant,-1,BP Approved/Issued/Re-Instated,11,0,"2,175"
5476014,3595 KEITH ST,"BVHP Area A,B",BP APPROVED,12/29/09,1,"Construction of 6 residential units on 4 floors of 40-foot high,  5721 sf building to be constructed on vacant lot.
====
Zoning: RM-1
To construct on this vacant triangular-shaped lot a new three-story-over-garage, six-unit building for seniors with three",ERECT 3 STORIES 1 SINGLE FAMILY BUILDING.,Residential,RM-1,905,0,0,0,0,0,0,0,2005.1054,2.00611E+11,6/22/06,11/30/06,40-X,RM-1,22-Jun-06,-122.398654,37.719186,2468,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0
6567013,3736 CESAR CHAVEZ ST,Central,BP REINSTATED,5/29/07,2,"Addition and alteration to an existing 2,620 square foot two-unit building, resulting in a 6,310 square foot two-unit building.","VERTICAL & HORIZONTAL ADDITION & ADDING ONE UNIT, NEW GARAGE.",Residential,RH-2,128,0,0,0,0,0,0,0,2008.0731,2.00606E+11,,6/23/06,40-X,RH-2,23-Jun-06,-122.423474,37.74809,2839,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0
4224015,1004 MISSISSIPPI ST,Showpl/Potrero,BP APPROVED,1/16/09,28,"Construct 28 dwelling units and 28 parking spaces in an underground garage on a vacant lot. The building would be approximately 57,974 sq. ft. and approxomately 40 feet in height. ","ERECT 4 STORIES, 28 UNITS, 3 BASEMENTS, RESIDENTIAL CONDOMINIUM BUILDING.",Residential,RH-3,519,0,0,0,0,0,0,0,2006.081,2.00705E+11,6/29/06,5/1/07,40-X,RH-3,29-Jun-06,-122.393815,37.753144,2194,,Resident,-1,BP Approved/Issued/Re-Instated,9,28,0
5556019,162 BREWSTER ST,Bernal Heights,BP REINSTATED,4/30/10,1,,TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-1,114,0,0,0,0,0,0,0,,2.00607E+11,,7/10/06,40-X,RH-1,10-Jul-06,-122.407352,37.744057,2289,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0
1364048,4201 CALIFORNIA ST,Richmond,BP APPROVED,8/4/09,6,"Demolish 850-square foot service station on parking lot for 10 cars and construct 3-story, 6-unit residential over commercial building in excess of 10,000 sq ft.",TO ERECT A NEW 4 STORY 6 UNIT BUILDING WITH RETAIL SPACE,Mixed Use,NC-1,324,"10,000",0,0,0,0,"10,000",0,2006.0851,2.00607E+11,,7/18/06,40-X,NC-1,18-Jul-06,-122.462539,37.785174,822,,Mixres,-1,BP Approved/Issued/Re-Instated,9,6,"9,150"
3211010A,270 OCEAN AV,"South Central, Other",BP REINSTATED,1/25/08,6,"The proposal is to construct a four-story residential building on a vacant lot in zoning district NC-1. The proposed building is forty feet in height and consists of six units, ranging in size from 1,162 square feet in area to 1,590 square feet in area. A",TO ERECT 4 STORY 6 DWELLING UNITS,Mixed Use,NC-1,55,0,0,0,0,0,0,0,2007.0125,2.00607E+11,1/31/07,7/18/06,40-X,NC-1,18-Jul-06,-122.442279,37.723334,1445,,Resident,-1,BP Approved/Issued/Re-Instated,8,6,0
1505027,536 40TH AV,Richmond,BP ISSUED,8/11/09,2,"2007.0179: The proposal would demolish an existing single-family building constructed in 1906, and construct a new two-unit residential building.
2008.0271: new 4 story, 2 unit building",TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-2,294,0,,,,,,,2008.0271,2.00608E+11,3/3/08,8/17/06,40-X,RH-2,17-Aug-06,-122.500535,37.778556,907,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
6620014,440 29TH ST,Central,BP APPROVED,10/28/09,2,Demolish existing single-family house (built before 1900) and construct new two-unit dwelling.,ERECT 3 STORIES 2 DWELLING UNITS BLDG.,Residential,RH-2,113,0,0,0,0,0,0,0,2006.1079,2.00609E+11,8/31/06,9/15/06,40-X,RH-2,31-Aug-06,-122.429833,37.743644,2881,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0
6543012,4529 25TH ST,Central,BP REINSTATED,7/16/08,2,The project would demolish the existing two-story single family structure and construct a new three-story two unit structure.,"remove 2 upper levels of existing house, horizontal addition @ front, rear and sides and vertical addtiion to make new 2 unit residence.",Residential,RH-2,478,0,0,0,0,0,0,0,2006.1075,2.00702E+11,8/31/06,2/7/07,40-X,RH-2,31-Aug-06,-122.439715,37.749213,2825,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0
8709004,1600 OWENS ST,Mission Bay,BP ISSUED,6/3/08,0,"Section 321 allocation for 228,000 gsf of office development in new 10-story (approximately 160') 245,500 gsf laboratory/office building with ground-floor retail, no on-site parking (off-street parking to be provided on adjacent parcel - Parcel 6).  Missi","ERECT 10-STORY, TYPE-1, OFFICE, LAB, RETAIL NEW BUILDING.",Commercial,MB-RA,653,"245,000","245,000",,,,,,2006.1216,2.00711E+11,9/29/06,11/9/07,MB-RA,MB-RA,29-Sep-06,-122.394204,37.769169,3133,,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,"245,000"
8720016,1455 03RD ST,Mission Bay,BP ISSUED,4/23/10,0,"Section 321 allocation for a total of up to 373,487 gsf of office development for three new buildings with approximately 380,999 gsf, 7,512 sf of ground floor retail space and 689 off-street parking spaces (to be located off-site on adjacent Block 27). Bu","NEW 10 STORY BLDG FOR OFFICE, LAB AND RETAIL CORE AND SHELL",Commercial,C-3-G,650,"380,999","373,499",,,,"7,500",,2006.1509,2.00806E+11,10/5/06,6/10/08,150-S/320-S,C-3-G,5-Oct-06,-122.389378,37.771035,3146,2,MIPS,-1,BP Approved/Issued/Re-Instated,11,0,"380,999"
6168012,71 BISHOP ST,"South Central, Other",BP ISSUED,12/31/09,2,"RESIDENTIAL DEMOLITION, and construction of single family building on each lot - two residential units total.",ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,30,0,0,0,0,0,0,0,2006.1287,2.00611E+11,10/19/06,11/3/06,40-X,RH-1,19-Oct-06,-122.404121,37.718302,2698,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
768013,701 GOLDEN GATE AV,Market Octavia,BP ISSUED,8/21/07,100,,ERECT 8 STORIES OF 100 DWELLING UNITS.,Mixed Use,NCT-3,683,0,0,0,0,0,0,0,,2.0061E+11,,10/23/06,50-X/120-X,NCT-3,23-Oct-06,-122.422252,37.780686,531,,Resident,-1,BP Approved/Issued/Re-Instated,11,100,0
4937014,1060 GILMAN AV,"BVHP Area A,B",BP ISSUED,2/8/08,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,890,0,0,0,0,0,0,0,,2.0061E+11,,10/24/06,40-X,RH-1,24-Oct-06,-122.389126,37.718953,2329,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
6244073,458 LELAND AV,"South Central, Other",BP ISSUED,9/11/07,1,ONSTRUCT ADDITIONAL 2 STORIES ABOVE EXISTING ONE STORY WOOD GARAGE TO ADD NEW SNGLE FAMILY DWELLING.,CONSTRUCT ADDITIONAL 2 STORIES ABOVE EXISTING ONE STORY WOOD GARAGE ADD NEW SNGLE FAMILY DWELLING.,Residential,RH-1,17,0,,,,,,,2007.0537,2.0061E+11,6/7/07,10/24/06,40-X,RH-1,24-Oct-06,-122.412833,37.71411,2734,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
6168013,67 BISHOP ST,"South Central, Other",BP ISSUED,12/31/09,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,30,0,0,0,0,0,0,0,,2.00611E+11,,11/3/06,40-X,RH-1,3-Nov-06,-122.404109,37.71833,2699,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
5066B003,2175 BAYSHORE BL,VisVal,BP APPROVED,11/23/09,4,"construction of new commercial and 4 unit building, demolition of existing buildings",DEMOLISH 1 STORY COMMERCIAL BUILDING.,Mixed Use,NC-1,875,750,0,0,0,0,750,0,2006.1111,2.00611E+11,2/26/07,11/3/06,40-X,NC-1,3-Nov-06,-122.401304,37.712343,2366,,Mixres,-1,BP Approved/Issued/Re-Instated,9,4,"-1,250"
6549003,1320 CHURCH ST,Central,BP ISSUED,12/12/07,1,,ERECT 3 STORIES 1 UNIT BUILDING IN FRONT LOT.,Residential,RH-2,127,0,0,0,0,0,0,0,,2.00612E+11,,12/14/06,40-X,RH-2,14-Dec-06,-122.427427,37.74974,2828,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
4912001,2824 JENNINGS ST,"BVHP Area A,B",BP APPROVED,10/30/07,3,,SCOPE OF WORK IS TO MAKE CORRECTIONS REQUIRED ON NOV;COMPLAINT # 200449960 AND TO LEGALIZE (E) 2ND FLOOR RESIDENCES. (E) RESIDENCES WILL BE REMODELED AND WILL BE BROUGHT UP TO CODE & NEW ADA/HANDICAP BATHROOMS WILL BE CONSTRUCTED. NEW ELECTRICAL. 1ST FLOO,Industrial,PDR-2,896,0,0,0,0,0,0,0,,2.00701E+11,,1/11/07,40-X,PDR-2,11-Jan-07,-122.392925,37.72255,2323,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0
1371039,112 12TH AV,Richmond,BP APPROVED,4/27/10,2,,HORIZONTAL ADDITION AND REMODELING TO CHANGE FROM ONE SINGLE FAMILY TO 2 FAMILY RESIDENCES,Residential,RH-2,722,0,0,0,0,0,0,0,,2.00702E+11,,2/5/07,40-X,RH-2,5-Feb-07,-122.47092,37.786009,831,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0
2747005A,56 GRAND VIEW AV,Central,BP APPROVED,6/12/07,2,,"addition of 2nd (studio) unit, mep separate permit.",Residential,RH-2,178,0,0,0,0,0,0,0,,2.00702E+11,,2/20/07,40-X,RH-2,20-Feb-07,-122.440824,37.756667,1331,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0
660027,2255-2257 PINE ST,Japantown,BP ISSUED,10/30/09,3,"The proposal is to construct a new three-story over basement, single-family dwelling (approximately 30 feet above grade) fronting on Wilmot Street. An existing two-story over basement, two-family dwelling fronts along Pine Street in Zoning District RH-2. ",ERECT 3 STORIES 1 DWELLING UNIT AND BASEMENT BUILDING.,Residential,RH-2,321,0,,,,,,,2007.0436,2.00703E+11,5/1/07,3/9/07,40-X,RH-2,9-Mar-07,-122.432994,37.787901,455,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
818020,476 LINDEN ST,Market Octavia,BP APPROVED,6/9/09,2,,ERECT 4 STORIES 2 DWELLING UNITS BLDG.,Residential,RTO,268,0,,,,,,,,2.00703E+11,,3/12/07,40-X,HAYES NCT/RTO,12-Mar-07,-122.425742,37.776202,556,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0
4108003G,1011 TENNESSEE ST,Central Waterfront,BP REINSTATED,3/10/09,3,New construction to replace historic building destroyed by fire. ,TO ERECT A NEW 4 STORY 3 DWELLING UNIT,Mixed Use,UMU,521,0,,,,,,,2007.1014,2.00703E+11,2/27/08,3/27/07,40-X,UMU,27-Mar-07,-122.389193,37.759041,2170,,Resident,-1,BP Approved/Issued/Re-Instated,8,2,0
6534029,1225 DOLORES ST,Central,BP APPROVED,12/8/09,3,,"ERECT 4 STORIES, 3 DWELLING UNITS CONDOMINIUM BUILDING.",Residential,RH-3,140,0,,,,,,,,2.00703E+11,,3/30/07,40-X,RH-3,30-Mar-07,-122.424715,37.749797,2817,,Resident,-1,BP Approved/Issued/Re-Instated,9,3,0
6591022A,1413 NOE ST,Central,BP APPROVED,12/29/08,1,"Demo, new construction, rear yard variance",ERECT 2 STORIES SINGLE FAMILY DWELLING BLDG.,Residential,RH-2,120,0,,,,,,,2006.1519,2.00708E+11,4/10/07,8/31/07,40-X,RH-2,10-Apr-07,-122.431197,37.746312,2851,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0
4224017,1030-38 MISSISSIPPI ST,Showpl/Potrero,BP APPROVED,8/25/08,2,"New construction of two buildings with two units each, total of four units on a vacant lot.",TO ERECT A NEW 3 STORY 2 DWELLING UNIT,Residential,RH-3,519,0,,,,,,,2007.0713,2.00705E+11,7/17/07,5/1/07,40-X,RH-3,1-May-07,-122.393857,37.75298,2195,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0
4224018,1036 MISSISSIPPI ST,Showpl/Potrero,BP APPROVED,12/1/09,2,"New construction of two buildings with two units each, total of four units on a vacant lot.",TO ERECT A NEW 3 STORY 2 DWELLING UNITS,Residential,RH-3,519,0,,,,,,,2007.0713,2.00705E+11,,5/1/07,40-X,RH-3,1-May-07,-122.393853,37.752943,2196,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0
3789003,72 TOWNSEND ST,East SoMa,BP APPROVED,12/11/08,74,76 new construction / mixed,"7 STORY ADDITION TO EXISTING 2 STORY COMMERCIAL WAREHOUSE, HIGH RISE BUILDING. ADDITION OF RETAIL, PARKING & 74 RESIDENTIAL UNITS.",Residential,SB-DTR,727,0,,,,,,,2007.0894,2.00705E+11,,5/1/07,105-F,SB-DTR,1-May-07,-122.390093,37.781143,2025,2,Resident,-1,BP Approved/Issued/Re-Instated,9,74,0
1366032,152 07TH AV,Richmond,BP ISSUED,9/1/09,2,The proposal is for a vertical and horizontal addition and to add one dwelling unit to an existing two-story single-family dwelling in zoning district RH-2. The proposal will involve (1) adding a new third floor and penthouse floor with roof decks to the ,REMODEL EXTG SINGLE FAMILY RESIDENCE INTO A DUPLEX AND ADD A NEW 3RD FLOOR OVER EXTG BLDG FOOTPRINT,Residential,RH-2,728,0,,,,,,,2007.124,2.00705E+11,,5/7/07,40-X,RH-2,7-May-07,-122.465531,37.785706,824,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
5457030,2809 SAN BRUNO AV,"South Central, Other",BP APPROVED,12/21/09,2,THIRD FLOOR VERTICAL ALTERATION TO RELOCAT GROUND FLOOR DWELLING UNIT TO THIRD FLOOR AND CONVERT GROUND FLOOR TO COMMERCIAL USE.,3RD FLOOR ADDITION FOR DWELLING UNIT RELOCATION. ESTABLISH GROUND FLOOR COMMERCIAL SPACE. GROUND FLO,Mixed Use,NC-2,57,"1,523",,,,,"1,523",,2007.1034,2.00705E+11,9/7/07,5/18/07,40-X,NC-2,18-May-07,-122.40287,37.726276,2456,,Mixres,-1,BP Approved/Issued/Re-Instated,9,0,"1,523"
5826002,104 BACHE ST,Bernal Heights,BP ISSUED,8/4/09,2,Rear yard and parking variance,TO ERECT TWO DWELLING UNIT WITH 3 STORY NEW BLDG,Residential,RH-2,87,0,,,,,,,2008.0382,2.00706E+11,3/27/08,6/26/07,40-X,RH-2,26-Jun-07,-122.41763,37.733907,2594,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0
1558013B,557 15TH AV,Richmond,BP ISSUED,2/4/09,2,,HORIZ. ADDITION TO REAR BUILDING. CONVERT SINGLE FAMILY HOUSE INTO 2 UNITS.,Residential,RH-2,617,0,,,,,,,,2.00707E+11,,7/3/07,40-X,RH-2,3-Jul-07,-122.473936,37.777596,961,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
5260002,4132 THIRD STREET,Other S Bayshore,BP APPROVED,2/17/09,7,,ERECT A NEW 4 STORY RESIDENTIAL & COMMERCIAL BUILDING,Industrial,M-1,489,0,0,0,0,0,0,0,,2.00707E+11,,7/5/07,65-J,M-1,5-Jul-07,-122.389089,37.740114,2382,,Resident,-1,BP Approved/Issued/Re-Instated,9,7,0
1865009,1559 19TH AV,Outer Sunset,BP ISSUED,3/31/08,2,,2 STORIES VERTICAL ADDITION AND HORIZONTAL ADDITION FOUNDATION TO BE UPGRADE 1 UNIT (E) BLDG. TO BE ,Residential,RH-2,526,0,,,,,,,,2.00707E+11,,7/11/07,40-X,RH-2,11-Jul-07,-122.476925,37.758742,1180,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
5677022,324 CORTLAND AV,Bernal Heights,BP ISSUED,2/19/10,2,,"DEMOLISH  A TWO STORY OFFICE AND 1 RESIDENTIAL UNIT BUILDING. (200707187161)
ERECT: 1 THREE STORY (BUSINESS AND RESIDENTIAL) STRUCTURE",Mixed Use,NC-2,98,"1,214","1,214",,,,,,,2.00707E+11,,7/18/07,40-X,NC-2,18-Jul-07,-122.418379,37.739105,2553,,Mixres,-1,BP Approved/Issued/Re-Instated,11,1,316
2347004G,2350 19TH AV,Inner Sunset,BP APPROVED,3/31/10,10,"The proposed project would demolish a 300 square foot carport/office shack, subdivide one lot into five new (25'x100') lots, and the construct two units on each lot for a total of ten dwelling units.",Multiple Permits,Residential,RH-2,115,0,,,,,,,2007.0178,2.00708E+11,,8/7/07,40-X,RH-2,7-Aug-07,-122.475558,37.743958,1233,,Resident,-1,BP Approved/Issued/Re-Instated,9,10,0
1690032,836 48TH AV,Richmond,BP REINSTATED,6/4/08,2,,"Vertical addition: Add 2 additional stories, to include a penthouse level at (E) 2 story bldg. Submi",Residential,RH-2,689,0,,,,,,,,2.00709E+11,,9/7/07,40-X,RH-2,7-Sep-07,-122.508751,37.772576,1079,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0
2768007,446 DIAMOND ST,Central,BP ISSUED,11/18/08,2,"Addition of a single-story garage to the front of the existing 3-story, 2,253 sqft single-family dwelling. Convert existing garage into new unit. Rearyard horizontal addtion. The result is a 3,008 sqft two-unit residence.",Add one story garage (2) car garage in (E) front. Horizontal addition at rear (add one story to exis,Residential,RH-2,161,0,,,,,,,2007.1394,2.00709E+11,,9/11/07,40-X,RH-2,11-Sep-07,-122.436837,37.755194,1341,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
1570003A,633 27TH AV,Richmond,BP ISSUED,9/17/08,2,"Addition to existing 2,440 sqft single-family home at 20 feet in height with 2 parking spaces. The new addition result would include a 4,666 sqft residence 2-unit residence at 40 feet in height.",REMODEL EXISTING 2 STORY INTO 3 STORY W/  NEW BASEMENT/ ADD I UNIT/,Residential,RH-2,274,0,,,,,,,2007.1336,2.00709E+11,,9/28/07,40-X,RH-2,28-Sep-07,-122.486861,37.777377,973,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
3530049,160 14TH ST,Mission,BP ISSUED,4/22/08,1,,Change of occupancy at 2nd floor to R-3/ PROVIDE 1 HOUR SEPARATION BETWEEN NEW DWELLING UNIT AND EXI,Industrial,PDR-1-G,590,0,,,,,,,,2.0071E+11,,10/3/07,58-X,PDR-1-G,3-Oct-07,-122.417115,37.768593,1487,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
4829010,2105 KEITH ST,"BVHP Area A,B",BP APPROVED,11/4/08,8,"Demolition of the existing 3,900 sq. ft. industrial building and subdivide the parcel into four lots. New construction of four- two unit duplexes on each newly created parcels.","four permits for four duplexes, 8 total",Residential,RH-2,388,0,,,,,,,2006.0055,2.0071E+11,,10/4/07,40-X,RH-2,4-Oct-07,-122.390551,37.727957,2316,,Resident,-1,BP Approved/Issued/Re-Instated,9,8,"-3,900"
5405023,157 APOLLO ST,Other S Bayshore,BP APPROVED,6/9/09,1,,Construct a two story single family dwelling,Residential,RH-1,399,0,,,,,,,,2.0071E+11,,10/10/07,40-X,RH-1,10-Oct-07,-122.398665,37.730762,2435,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0
4210013,1196 HAMPSHIRE ST,Mission,BP ISSUED,1/25/10,2,Parking Variance - Does not meet independent access requirement under 155(c),clarifing building is three story and legalizing 2nd unit. demo rear back porch and stairs. Build ne,Residential,RH-2,150,0,0,0,0,0,0,0,2008.024,2.0071E+11,,10/15/07,40-X,RH-2,15-Oct-07,-122.407517,37.753108,2184,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
3596017A,277 SAN CARLOS ST,Mission,BP APPROVED,4/1/08,2,,Erect 4 stories two family dwellings.,Mixed Use,NC-1,185,0,,,,,,,,2.0071E+11,,10/19/07,45-X,NC-1,19-Oct-07,-122.419683,37.759042,1624,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0
1895006,1625 48TH AV,Outer Sunset,BP ISSUED,4/14/08,1,To alter the existing detached garage at the front of the lot converting it into a three-story detached single-family dwelling.  The new dwelling would have two off-street parking spaces to replace the lost parking for the existing dwelling located at the,TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-2,172,0,,,,,,,2004.0753,2.0071E+11,,10/26/07,40-X,RH-2,26-Oct-07,-122.507944,37.756016,1186,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0
