Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
318020,651 Geary St,Downtown,PL FILED,15-Aug-08,46,"Demolition of a three-story, 19,900-sf office building and construction of a 14- story, 40-unit residential building with 5,945 sf of retail and 5,945 sf of office use.  No off-street parking is proposed.  ""V"" for off-street parking ""C"" for height over 40",,Mixed Use,RC-4,711,5945,0,0,0,0,5945,0,2008.0981,,15-Aug-08,,80-130-T,RC-4,15-Aug-08,-122.413931,37.786515,243,Mixres,0,Planning Filed,9,46,-8010,0,0,-13955,0,5945,0,318,20,,,RC-4,80-130-T,6,,Arthur Misaki,611.775.0108,Arthur Misaki 611.775.0108,Castaic,31438 Castaic Rd
323015,472 Ellis St,Downtown,CONSTRUCTION,3-Jun-11,151,Variances for off-street parking for zero spaces where 21 parking spaces would otherwise be required; and variance for open space for no usable open space where approx. 975 sq. ft. would otherwise be required.  Project is to convert 82 tourist hotel units,,Mixed Use,RC-4,702,0,,,,,,0,2008.0392,2.00811E+11,2-Apr-08,,80-T,RC-4,2-Apr-08,-122.413931,37.784875,246,Resident,-1,Construction,5,60,-65926,0,0,0,0,0,-65926,323,15,,,RC-4,80-T,6,Gelfand Architects,JIm Fagler,346.4040x105,JIm Fagler 346.4040x105,"San Francisco, CA ",450 Geary #100
327011,72 Ellis St,Downtown,PL Approved,25-Mar-10,0,"Extension of entitlements (Case Nos. 200.383CX and 2004.1047CX) for demolition of an existing surface parking lot and construction of an 11-story, 156 room hotel with ground floor retail.",,Commercial,C-3-R,750,79054,,,,,2500,76554,2009.1105,,2-Dec-09,,80-130-F,C-3-R,2-Dec-09,-122.407384,37.785691,252,Visitor,-1,PL Approved,5,,79054,,,,,2500,76554,327,11,,,C-3-R,80-130-F,6,,Jorge Castillo,415-308-0908,Jorge Castillo 415-308-0908,"San Francisco, CA 94107","461 2nd Street, Ste 335"
331010,168 Eddy St,Downtown,PL Approved,26-Mar-09,170,"100% Affordable housing, approx 170-u over 15,000 retail. TNDC.",,Mixed Use,RC-4,678,15000,,,,,15000,,2007.1342,,30-Jul-08,,80-130-T,RC-4,30-Jul-08,-122.410403,37.784369,261,Mixres,-1,PL Approved,5,170,15000,,,,,15000,,331,10,0,-144,RC-4,80-130-T,6,Tenderloin Neighborhood Developmen,Nick Griffin,415.776.2151,Nick Griffin 415.776.2151,"San Francisco, CA  94102",201 Eddy Street
331016,231 Ellis St,Downtown,PL Filed,24-Jan-06,400,"The proposed project involves the demolition of seven buildings containing a mixture of commercial, residential and retail uses totaling about 105,000gsf and construction of a 735,000gsf affordable housing complex containing 11,000gsf of office space, 11,",,Mixed Use,RC-4,678,22000,11000,0,0,0,11000,0,2002.1077,,15-Oct-02,,80-130-T,RC-4,15-Oct-02,-122.410011,37.785117,263,Mixres,0,Planning Filed,5,400,22000,0,0,11000,0,11000,0,331,16,550,550,RC-4,80-130-T,6,Glide Economic Development Corp,Paula  Collins,415 896 2300,Paula  Collins 415 896 2300,"San Francisco, CA 94103","735 Market Street, 3rd Floor"
336017,245 Hyde St,Downtown,PL Approved,10-Apr-08,65,Partial interior demo of existing 2-story office/retail structure to insert an additional floor level & construct an 1-story vertial addition for a total of 4-stories to house 65 dwelling units.,,Mixed Use,RC-4,300,0,0,,,,0,,2005.0762,,16-Oct-06,,80-T,RC-4,16-Oct-06,-122.415949,37.78298,268,Resident,-1,PL Approved,5,65,-26640,,,-24240,,-2400,,336,17,0,0,RC-4,80-T,6,AF Evans,Bre Martinez,510-891-9400,Bre Martinez 510-891-9400,"Oakland, CA 94607","1000 Broadway, Ste 300"
339006,130 Turk St,Downtown,CONSTRUCTION,14-Feb-11,9,"convert vacant commercial building (retail / bathhouse) to up to 28 dwelling units (needs ""EE"")","CONVERSION OF (E) 3 STORY OVER BASEMENT BLDG. TO A 5 STORY OVER BASEMENT BLDG. WITH G/F OFFICE PSACE, 9 RESIDENTIAL UNITS AT UPPER FLOORS AND PARKING AT BASEMENT. THE HISTORICAL FACADE AT TURK STREET TO BE RESTORED WITH NEW G/F STORE FRONT AND GARAGE DOOR",Mixed Use,RC-4,304,4999,0,0,0,0,4999,0,2005.031,2.00605E+11,30-Mar-05,23-May-06,80-120-T,RC-4,30-Mar-05,-122.41136,37.78327,272,Mixres,-1,Construction,13,9,-6116,0,0,0,0,-6116,0,339,6,,,RC-4,80-120-T,6,Shatara Architecture,Suheil Shatara,415 512 7566,Suheil Shatara 415 512 7566,"San Francisco, CA 94107",522 Second Street
491020,3342 Steiner St,Marina,BP Filed,17-Jan-08,1,,Interior remodel of (E) second floor. Convert (E) office use to residential (1 unit).,Mixed Use,NC-2,815,0,,,,,,,,2.00801E+11,,17-Jan-08,40-X,NC-2,17-Jan-08,-122.4376,37.800086,316,Resident,0,BP Filed,6,1,0,,,,,,,491,20,,,NC-2,40-X,2,,,,,,
492025,2026 Lombard St,Marina,BP ISSUED,11-Apr-07,0,"The proposed project involves the demolition of an 8,630 gsf, two-story (over grade parking) 30-room motel and construction of a 49,001gsf, 4-story hotel containing 97 rooms.",ERECT A NEW 4 STORY 89 UNIT TOURIST HOTEL W/ GARAGE,Mixed Use,NC-3,819,40370,0,0,0,0,0,40370,2002.0497,2.00606E+11,11-Jun-02,2-Jun-06,40-X,NC-3,11-Jun-02,-122.43494,37.800127,319,Visitor,-1,BP Approved/Issued/Re-Instated,11,0,40370,0,0,0,0,0,40370,492,25,78,46,NC-3,40-X,2,,Reinargus and Sigri Engelen,415.884.2879,Reinargus and Sigri Engelen 415.884.2879,"Novato, CA  94948",P.O. Box 12
500015,1268-1270 Lombard St,Northeast,BP Filed,22-Dec-10,4,"Vacant lot. New construction of 4-unit, 5-story residential building with basement.","ERECT 5 STORIES, 4 UNITS, TYPE 3, RESIDENTIAL BUILDING.",Residential,RH-3,817,0,,,,,,,2009.1029,2.01012E+11,17-Nov-09,22-Dec-10,40-X,RH-3,17-Nov-09,-122.42234,37.801744,327,Resident,0,BP Filed,2,4,0,,,,,,,500,15,4,4,RH-3,40-X,2,Kerman Morris Architecture,Edward Morris,415 749-0302,Edward Morris 415 749-0302,"San Francisco, CA  94133",69A Water Street
503015,2842 Franklin St,Marina,CONSTRUCTION,11-Mar-09,2,,CREATE NEW 2-STORY RESIDENCE ABOVE EXISTING.REMODEL EXIST RES & GARAGE.NEW REAR ADDITION&2-STORY....,Mixed Use,RH-3,378,0,0,0,0,0,0,0,,2.00501E+11,,4-Jan-05,40-X,NC-3,4-Jan-05,-122.425978,37.800645,330,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,503,15,,,NC-3,40-X,2,,,,,,
510029,2157 Lombard St,Marina,BP Filed,21-May-07,3,,"TO COMPLY WITH NOV#200665975 TO ESTABLISH LEGALITY OF UNITS # OF (3) TOTAL, TO ESTABLISH LEGALITY OF",Mixed Use,NC-3,815,0,,,,,,,,2.00705E+11,,21-May-07,40-X,NC-3,21-May-07,-122.436934,37.7996,336,Resident,0,BP Filed,6,1,0,,,,,,,510,29,,,NC-3,40-X,2,,,,,,
527002,2559 Van Ness Av,Marina,BP Filed,1-Jun-11,27,Demolish gas station and remove USTs; no new construction yet proposed,"TO ERECT 6 STORIES, 27 UNITS RESIDENTIAL / RETAIL / GARAGE BUILDING.",Mixed Use,RC-3,366,0,,,,,,,2009.0024,2.01106E+11,12-Jan-09,1-Jun-11,65-A,RC-3,12-Jan-09,-122.424255,37.799075,355,Resident,-1,BP Filed,14,27,-2347,0,0,0,0,-2347,0,527,2,,,RC-3,65-A,2,,,,,,
528008,1662-1664 Union St.,Marina,BP Filed,25-Jun-07,7,Demo of existing; construction of new 7 unit four-story building.," ERECT: 1 4 STORY, 7 UNIT TYPE 5 RESIDENTIAL STRUCTURE.",Mixed Use,NCD,366,0,,,,,,,2007.0598,2.00706E+11,19-Jun-07,25-Jun-07,40-X,UNION,19-Jun-07,-122.426636,37.798352,356,Resident,-1,BP Filed,6,4,0,,,,,,,528,8,,,UNION,40-X,2,Crissius Properties,Anand Gohel,415-896-5838,Anand Gohel 415-896-5838,"San Francisco, CA 94107","500 Bryant Street, Ste. 101"
531004,2919 Laguna St,Marina,PL Approved,22-Oct-09,2,Demolition of existing single-family dwelling and construction of new 2-unit residence.,,Residential,RH-2,360,0,,,,,,,2008.1349,,17-Mar-09,,40-X,RH-2,17-Mar-09,-122.430755,37.797923,358,Resident,-1,PL Approved,5,1,0,,,,,,,531,4,,,RH-2,40-X,2,Hennessey Salge Architecture LLP,Michael Hennessey,510.655.4913,Michael Hennessey 510.655.4913,"Oakland, Ca  94609","5427 Telegraph Avenue, Ste E3"
544016,2762 Octavia St,Marina,PL Filed,28-Oct-08,2,"In-Fill Housing over existing commercial (approx. 70% demo of existing).  Two new residential units with ground floor commercial, without parking (161(j)) and rear yard variance, with easments across lots 16 and 18 to access residential portion of lot 17.",,Mixed Use,NCD,363,3000,,,,,3000,,2008.1228,,28-Oct-08,,40-X,UNION,28-Oct-08,-122.428656,37.797575,373,Mixres,0,Planning Filed,2,2,-9158,,,,,-9158,,544,16,,,UNION,40-X,2,KAP Investments LLP,KAP Investments LLP,415-789-1981,KAP Investments LLP 415-789-1981,"Tiburon, CA 94920","98 Main Street, No. 227"
550004,2237 Polk St,Northeast,BP Filed,2-Jul-07,2,,ADD 1 STORY TO MAKE 1 ADDITIONAL RESIDENTIAL UNIT. ADD STRUCUTRAL BRACING ON GROUND FLOOR RESTAURANT,Mixed Use,NCD,367,0,,,,,,,,2.00707E+11,,2-Jul-07,65-A,POLK,2-Jul-07,-122.422126,37.797416,376,Resident,0,BP Filed,6,1,0,,,,,,,550,4,,,POLK,65-A,3,,,,,,
557019,2151 Green St,Marina,BP Filed,13-Feb-07,1,"To construct a 6-story, single-family house o a vacant lot in an RH-2 district.",ERECT:1  5-story single family dwelling,Residential,RH-2,359,0,,,,,,,2008.0215,2.00702E+11,15-Feb-08,13-Feb-07,40-X,RH-2,13-Feb-07,-122.434441,37.79614,380,Resident,0,BP Filed,4,1,0,,,,,,,557,19,,,RH-2,40-X,2,AZ Design & Engineering Inc. ,Abrahm Zavala,650-553-4031,Abrahm Zavala 650-553-4031,"South San Francisco, CA 94080",400 Oyster Point Blvd. # 438
570010,1622 Broadway ,Marina,PL Approved,12-Mar-09,34,CU for 34 dwelling unit building,,Residential,RC-3,353,0,,,,,,,2008.0862,,22-Jul-08,,80-A,RM-3,22-Jul-08,-122.423903,37.795806,391,Resident,-1,PL Approved,5,34,0,,,,,,,570,10,,,RM-3,80-A,2,Reuben & Junius,Joel  Yodowitz,415 567 9000,Joel  Yodowitz 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
574011,1648 Pacific Av,Northeast,PL Approved,28-Jul-08,0,Addition and alteration of historic fire house into a retail and private club use of approx. 8681 sqft with no parking.,,Mixed Use,NCD,351,8681,,,,,8681,,2008.0467,,22-Apr-09,,65-A,POLK,22-Apr-09,-122.422421,37.795065,396,Retail/Ent,-1,PL Approved,5,0,506,,,,,506,,574,11,,,POLK,65-A,3,Carey & Co.,Samaneh Nili,415-773-0773,Samaneh Nili 415-773-0773,"San Francisco, CA 94108",460 Bush Street
595013,1645-1661 Pacific Av,Northeast,PL Approved,4-Nov-10,50,"Demo auto repair buildings and construct 65,000-sf, 50-unit, residential condominium building, with 50 stacker parking spaces at basement, with common lobby entrance and roof deck.",,Mixed Use,NCD,345,0,,,,0,0,,2007.0519,2.00707E+11,25-Jul-07,,65-A,POLK,25-Jul-07,-122.422317,37.794805,407,Resident,-1,PL Approved,5,50,-27275,,,,-27275,0,,595,13,39,-6,POLK,65-A,3,Nick Podell Company,Linsey Perlov,415-296-8800,Linsey Perlov 415-296-8800,"San Francisco, CA 94111","Four Embarcadero Center, Ste 2300"
596024,1946 Polk St,Northeast,PL Approved,24-Nov-07,39,"The proposed project would demolish the three existing ""L""-shaped buildings and a 15-space surface parking lot and construct a new 43 unit residential building with 2,900 sq. ft. of groundfloor retail, and 45 parking spaces (29 car lifts). The proposed bu",CONSTRUCTION OF TYPE III SIX-STORY THIRTY-EIGHT DEWLLING UNITS/RETAIL SPACE.,Mixed Use,NCD,345,2900,,,,,2900,,2006.0826,2.00711E+11,1-Aug-08,14-Nov-07,65-A,POLK,14-Nov-07,-122.421312,37.794586,408,Mixres,-1,PL Approved,5,39,-9245,,,,,-9245,,596,24,45,30,POLK,65-A,3,KSW Propoerties,Bernie Wong,415-392-8969,Bernie Wong 415-392-8969,San Francisco CA 94111,"244 California Street, Ste 700"
599008,1840 Washington St,Marina,CONSTRUCTION,20-Jun-11,26,Demolition of a one-story with mezzanine warehouse and construction of eight-story residential building with 29 dwelling units and 35 off-street parking spaces.  ,"TO ERECT 7 STORIES, 26 DWELLING UNITS OF CONDOMINIUMS.",Mixed Use,RC-4,342,0,0,0,0,0,0,0,2004.022,2.00604E+11,26-May-04,14-Apr-06,80-D,RC-4,26-May-04,-122.423601,37.793108,411,Resident,-1,Construction,13,26,-7000,0,0,0,-7000,0,0,599,8,35,35,RC-4,80-D,2,Patri Merker Architects,Marie Zeller,415-334-6494,Marie Zeller 415-334-6494,"San Francisco, CA 94131",318 Arlington Street
619009,1800 Van Ness Ave.,Northeast,PL Filed,1-Feb-11,62,Conditional Use for PUD,,Mixed Use,RC-4,343,4900,,,,,4900,,2011.0094,,1-Feb-11,,80-D,RC-4,1-Feb-11,-122.422612,37.792289,418,Mixres,0,Planning Filed,5,62,-1050,3550,,,,-4600,,619,9,83,,RC-4,80-D,3,Reuben & Junius LLP,Andrew Junius,415 567 9000,Andrew Junius 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
619012,1860 Van Ness Av,Northeast,BP ISSUED,17-Nov-08,35,"The proposed project is demolition of a gas station on a 8,960-gsf site at the corner of Van Ness Avenue and Washington Street and construction of a 8-story 58,065-gsf residential mixed-use structure with 35 dwelling units, and 35 parking spaces in two su","TO ERECT 7 STORIES, 35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.",Mixed Use,RC-4,343,1625,0,0,0,0,1625,0,2004.089,2.00602E+11,20-Dec-05,21-Feb-06,80-D,RC-4,20-Dec-05,-122.422633,37.792726,420,Mixres,-1,BP Approved/Issued/Re-Instated,11,35,1625,0,0,0,0,1625,0,619,12,35,35,RC-4,80-D,3,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
640010,1990 California St,Marina,PL Filed,15-May-08,22,Change of use from 11 dwelling units to group housing with 22 bedrooms per 209.2(a).,,Residential,RH-2,770,0,,,,,,,2008.0419,,8-Apr-08,,40-X,RH-2,8-Apr-08,-122.427,37.789899,421,Resident,0,Planning Filed,3,11,0,,,,,,,640,10,,,RH-2,40-X,2,,Robert  McLennan,415-990-3205,Robert  McLennan 415-990-3205,"SF, CA  94109",1990 California Street
647007,1634 Pine St,Western Addition,PL FILED,5-Nov-08,250,"Demolition of five buildings and construction of a mixed-use project with 250 dwelling units, 298 off-street parking spaces, 12,000 GSF office use, in a building ranging from 65-134 feet in height, 14 stories tall.  ",,Mixed Use,NC-3,330,12000,12000,,,,0,,2004.0764,,28-Sep-07,27-Nov-00,130-E,NC-3,27-Nov-00,-122.42296,37.789593,429,Mixres,0,Planning Filed,7,250,448,,,12000,,-11552,,647,7,298,298,NC-3,130-E,2,"A. F. Evans Company, Inc.",Jeff Loustau,510-891-9400,Jeff Loustau 510-891-9400,"Oakland, CA  94607","1000 Broadway, Suite 300"
0654001F,2429 California St,Japantown,BP Filed,23-Aug-07,0,,"Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.",Mixed Use,NCD,321,5566,2014,,,,3552,,,2.00708E+11,,23-Aug-07,40-X,FILLMORE,23-Aug-07,-122.434348,37.788711,434,Mixed,0,BP Filed,7,0,3553,,,2014,,1539,,654,001F,,,FILLMORE,40-X,5,,,,,,
660007,19 Wilmot St,Japantown,CONSTRUCTION,4-Nov-10,2,Demolition of two-family dwelling building and construction of new two-unit structure.  ,"TO ERECT 3 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-2,321,0,0,0,0,0,0,0,2006.1356,2.00602E+11,13-Jun-07,24-Feb-06,40-X,RH-2,24-Feb-06,-122.432282,37.787514,453,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,660,7,,,RH-2,40-X,5,Gary Bell & Associates,Gary Bell,415-902-5400,Gary Bell 415-902-5400,"San Francisco, CA 94121",862 - 26th Avenue
660027,2255-2257 Pine St,Japantown,CONSTRUCTION,1-Feb-11,3,"The proposal is to construct a new three-story over basement, single-family dwelling (approximately 30 feet above grade) fronting on Wilmot Street. An existing two-story over basement, two-family dwelling fronts along Pine Street in Zoning District RH-2. ",ERECT 3 STORIES 1 DWELLING UNIT AND BASEMENT BUILDING.,Residential,RH-2,321,0,,,,,,,2007.0436,2.00703E+11,1-May-07,9-Mar-07,40-X,RH-2,9-Mar-07,-122.432878,37.787664,455,Resident,-1,Construction,13,1,0,,,,,,,660,27,,,RH-2,40-X,5,,Mubarika Alavi,408-375-9223,Mubarika Alavi 408-375-9223,"San Jose, CA  95123-5115",346 El Portal Way
668012,1465 Pine St,Northeast,BP ISSUED,10-May-11,35,,ERECT A FIVE STORY 35 DWELLING UNIT/COMM'L MIXED USE BUILDING,Mixed Use,NCD,327,0,0,0,0,0,0,0,,2.00503E+11,,16-Mar-05,65-A,POLK,16-Mar-05,-122.419851,37.789579,468,Resident,-1,BP Approved/Issued/Re-Instated,11,35,0,0,0,0,0,0,0,668,12,,,POLK,65-A,3,,,,,,
668013,1461 Pine St,Northeast,PL Approved,9-May-06,15,"The proposed project involves the demolition of the existing one-story 6,000 gsf industrial building and the construction of a 5-story residential building containing 15 dwelling units, 15 off-street parking spaces, and 584 gsf of ground-floor retail spac",,Mixed Use,NCD,327,584,0,0,0,0,584,0,2003.1234,,2-Sep-04,,65-A,POLK,2-Sep-04,-122.419799,37.789585,469,Mixres,-1,PL Approved,5,15,-5416,0,0,0,-6000,584,0,668,13,15,15,POLK,65-A,3,Comac Investments Inc.,Kevin McEvoy,415.564.3004,Kevin McEvoy 415.564.3004,"San Francisco, CA  94122",1608 Irving Street
671006,1450 Franklin St,Western Addition,BP REINSTATED,25-Jun-09,69,,"ERECT A 13 STORIES 69 RESIDENTIAL UNIT & COMMERCIAL BUILDING WITH PARKING;
DEMOLISH A 2 STORY AUTO SALES AND SERVICE GARAGE",Mixed Use,NC-3,330,0,,,,,,,,2.00809E+11,,25-Sep-08,130-E,NC-3,25-Sep-08,-122.423355,37.788011,473,Resident,-1,BP Approved/Issued/Re-Instated,8,69,-24000,,0,0,0,-24000,0,671,6,,,NC-3,130-E,2,,,,,,
691008,1285 Sutter St,Downtown,BP Filed,20-May-11,107,"Demolition of an existing movie theater and construction of 13-story mixed-use building with 120 dwelling units, appx. 180 off-street parking spaces, and appx. 16,500 gsf of ground floor commercial use.","TO ERECT 13 STORIES, 107 CONDOS AND GROUND FLOOR COMMERICIAL WITH 4 BASEMENTS.",Mixed Use,RC-4,319,16500,,,,,16500,,2005.0298,2.00712E+11,28-Feb-06,6-Dec-07,130-V,RC-4,28-Feb-06,-122.42135,37.787456,485,Mixres,-1,BP Filed,5,107,-8308,,,,,-8308,,691,8,180,180,RC-4,130-V,3,Reuben & Junius LLP,Tuija I. Catalano,415 567-9000,Tuija I. Catalano 415 567-9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
711031,1100 Ellis St,Western Addition,PL Approved,6-Aug-09,0,"New theater within courtyard of Sacred Heart Cathedral Preparatory School, within the St. Mary's Cathedral complex, 11,513-sf of new construction, interior alterations.",,Residential,RM-4,681,65282,,65282,,,,,2008.1286,,26-Mar-09,,80-B/240-E,RM-4,26-Mar-09,-122.424658,37.783489,495,CIE,-1,PL Approved,3,0,11513,11513,,,,,,711,31,,,RM-4,80-B/240-E,6,Sacred Heart Cathedral Preparatory,Brother Christopher Brady F.S.C.,775-6626x768,Brother Christopher Brady F.S.C. 775-6626x768,"San Francisco, CA 94109-7795",1055 Ellis Street
729046,1210 Scott Street,Western Addition,PL Filed,8-Jun-07,18,First-time Homeownership - avg. 80pct AMI,,Residential,RM-3,301,0,0,0,0,0,0,0,,,,8-Jun-07,65-A,RM-3,8-Jun-07,-122.437129,37.780997,507,Resident,0,Planning Filed,,18,0,0,0,0,0,0,0,729,44,,0,RM-3,65-A,5,,,,,,
756001,1345 Turk St,Western Addition,CONSTRUCTION,25-May-11,32,Construct 32 affordable units with 24 off-street parking spaces on former Redevelopment property. New lot number 017. Project previously approved by Redevelopment but project was modified and did not receive building permits prior to expiration of Western,"REVISION TO APPROVED SITE 200901233098S. REDUCE BUILDING SIZE BY 12,541 AND NUMBER OF STORIES FOR 4 ",Public,NC-3,281,0,,,,,,,2009.1064,2.00911E+11,12-Nov-09,13-Nov-09,50-X,P/NC-3,12-Nov-09,-122.431217,37.780465,522,Resident,-1,Construction,13,32,0,,,,,,,756,1,,,P/NC-3,50-X,5,"MSPDI TURK, LLC",Michael  Simmons,415.845.5527,Michael  Simmons 415.845.5527,"San Francisco, CA  94114","2370 Market St, #458"
757025,1100 Golden Gate Av,Western Addition,PL Approved,18-Dec-08,297,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",,Residential,RM-3,281,0,,,,,,,2008.1162,,11-Dec-08,,50-X,RM-3,11-Dec-08,-122.428767,37.780045,523,Resident,-1,PL Approved,5,98,0,,,,,,,757,25,,,RM-3,50-X,5,TNDC,Shannon Dodge,415-358-3930,Shannon Dodge 415-358-3930,"SF, CA  94102",201 Eddy Street
766001,525 Golden Gate Av,Downtown,CONSTRUCTION,4-Jun-10,0,"Final design concept for construction of a 14-story, 181-foot-high City Administrative Office Building",,Public,P,648,277000,277000,0,0,0,0,0,2002.04,2.01006E+11,16-Apr-02,,200-L,P,16-Apr-02,-122.419264,37.781034,529,MIPS,-1,Construction,2,,277000,0,0,277000,0,0,0,766,1,,,P,200-L,6,Department of Public Works,Nick Circosta,554-5800,Nick Circosta 554-5800,"San Francisco, CA  94103-0942","875 Stevenson St, Ste 460"
768013,701 Golden Gate Av,Market Octavia,BP ISSUED,21-Aug-07,100,,ERECT 8 STORIES OF 100 DWELLING UNITS.,Mixed Use,NCT-3,683,0,0,0,0,0,0,0,,2.0061E+11,,23-Oct-06,50-X/120-X,NCT-3,23-Oct-06,-122.422252,37.780686,531,Resident,-1,BP Approved/Issued/Re-Instated,11,100,0,0,0,0,0,0,0,768,13,,,NCT-3,50-X/120-X,6,,,,,,
792028,365 Fulton Street,Market Octavia,CONSTRUCTION,15-Jun-11,120,Special needs,"ERECT 5 STORIES ,120 RESIDENTIAL UNITS & COMMERCIAL.",Mixed Use,NCT-3,619,0,0,0,0,0,0,0,,2.00807E+11,,11-Jul-08,65-X,NCT-3,11-Jul-08,-122.422738,37.778683,536,Resident,-1,Construction,13,120,0,0,0,0,0,0,0,792,28,,0,NCT-3,65-X,6,,,,,,
794015,746 Laguna St,Market Octavia,PL Approved,13-May-10,136,"Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct residential bldg. of 143 units with 21,945 sf of commercial space on the ground floor, and 165 parking spaces.  22 parking spaces will be at the gr",,Residential,RTO,268,19620,19620,0,0,0,0,0,2005.1085,,29-Aug-08,,40-50-X,RTO,29-Aug-08,-122.426447,37.777818,539,Mixres,-1,PL Approved,5,136,2325,0,0,-19620,0,21945,0,794,15,70,95,RTO,40-50-X,5,Trust for Children of Henry Wong,Henry Wong,CA 94039,Henry Wong CA 94039,Mountain View,P.O. Box 391656
