,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y
14709,2011-01-31,1338 FILBERT ST,0524031,2011-01-31,BP ISSUED,,,201009271690.0,2009-09-15 07:00:00,2010-04-08,2009-09-15,2011-01-31,BP ISSUED,"('2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,8.0,4.0,37.8001114619,-122.421504
15412,2016-01-26,441 43RD AV,1475032,2016-01-26,BP ISSUED,,,201507101227.0,2015-07-10,2015-07-10,2015-07-10,2016-01-26,BP ISSUED,"('2015-07-10', '2015-07-10', '2016-01-26')",,"('BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,3.0,1.0,37.7803657355,-122.504434
15046,,22 FRANKLIN ST,0836011,2014-01-02,PL FILED,,,201504093240.0,2014-01-02,2014-01-02,2014-01-02,2014-01-02,PL FILED,"('2014-01-02', '2014-01-02', '2014-01-02', '2014-01-02', '2014-01-02', '2014-01-02', '2014-01-02', '2014-01-02', '2014-01-02')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,28.0,28.0,37.7747267997,-122.420604
1708,,411 VALENCIA ST,3554027,2012-07-03,CONSTRUCTION,10/01/2012,2012-03-06,2.0051E+11,2005-10-13 07:00:00,2012-03-06,2005-10-13,2012-07-03,CONSTRUCTION,"('2012-03-06', '2012-07-03', '2012-07-03')",2544.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,16.0,16.0,-122.421838,37.766329999999996
14907,,1662 - 1664 UNION ST,0528008,2007-06-25,BP FILED,,,200706255058.0,2007-06-19,2007-06-25,2007-06-19,2007-06-25,BP FILED,"('2007-06-25',)",,"('BP FILED',)",1,2016,Proposed,7.0,4.0,37.7984930446,-122.426705
10368,,2429 CALIFORNIA ST,0654001,2007-08-23,BP FILED,,,200708230748,2007-08-23,2007-08-23,,2007-08-23,BP FILED,"('2007-08-23', '2007-08-23')",,"('BP FILED', 'BP FILED')",1,2015,Proposed,0.0,0.0,37.788536590599996,-122.43430672
15414,,443 MADRID ST,6079029,2015-05-13,BP FILED,,,201505136188.0,2015-05-13,2015-05-13,2015-05-13,2015-05-13,BP FILED,"('2015-05-13', '2015-05-13', '2015-05-13', '2015-05-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7223053453,-122.43194299999999
12223,2014-12-30,2800 SLOAT BL,2515001,2014-12-30,BP ISSUED,,,201402047761,2007-07-19 07:00:00,2008-11-13,2007-07-19,2014-12-30,BP ISSUED,"('2008-11-13', '2008-11-13', '2008-11-13', '2008-11-13', '2008-11-13', '2008-11-13', '2008-11-13', '2014-02-04', '2014-02-04', '2014-02-04', '2014-12-30', '2014-12-30', '2014-12-30', '2014-12-30')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,56.0,56.0,37.7358537739,-122.504737332
15363,,400 - 444 DIVISADERO ST,1216017,2015-10-15,PL FILED,,,,2015-08-13,2015-10-15,2015-08-13,2015-10-15,PL FILED,"('2015-10-15', '2015-10-15')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,154.0,152.0,37.7734371145,-122.43712099999999
6325,,265 DORLAND ST,3580035,2009-11-24,PL APPROVED,,,200902232592,2009-03-19 07:00:00,2009-11-24,2009-03-19,2009-11-24,PL APPROVED,"('2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2014,Proposed,5.0,4.0,37.7620354,-122.4297811
15369,,405 10TH ST,3525068,2015-08-14,BP FILED,,,201508144348.0,2015-08-14,2015-08-14,2015-08-14,2015-08-14,BP FILED,"('2015-08-14', '2015-08-14', '2015-08-14')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.7715075682,-122.41091999999999
15187,,2806 VAN NESS AV,0499004,2014-11-18,BP FILED,,,201411181835.0,2014-11-18,2014-11-18,2014-11-18,2014-11-18,BP FILED,"('2014-11-18', '2014-11-18', '2014-11-18', '2014-11-18', '2014-11-18', '2014-11-18')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,2.0,37.8016255697,-122.42418799999999
3556,,55 CASELLI AV,2700056,2011-09-21,BP FILED,,,201109215168,2011-09-21,2011-09-21,2011-09-21,2011-09-21,BP FILED,"('2011-09-21', '2011-09-21', '2011-09-21', '2011-09-21', '2011-09-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2013,Proposed,2.0,1.0,37.7597273,-122.4403136
9732,2011-02-08,136 SOUTH PARK,3775063,2011-02-08,BP APPROVED,,,200504281137,2005-04-28,2011-02-08,2005-04-28,2011-02-08,BP APPROVED,"('2011-02-08',)",,"('BP APPROVED',)",4,2014,Building Permit Approved,1.0,1.0,37.781459999999996,-122.39468500000001
14926,,1738 FILBERT ST,0520008,2015-10-20,BP FILED,,,201511203266.0,2015-10-20,2015-10-20,2015-12-20,2015-10-20,BP FILED,"('2015-10-20', '2015-10-20')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.799302897,-122.42816
4665,,128 BACHE ST,5826009,2005-04-27,BP FILED,,,200504271069,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27', '2005-04-27', '2005-04-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,2.0,2.0,37.733834,-122.41771299999999
15011,2014-08-19,209 PRENTISS ST,5654023,2015-03-19,BP ISSUED,,,201112090432.0,2011-12-09,2011-12-09,2011-12-09,2015-03-19,BP ISSUED,"('2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2014-08-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,1.0,37.7399931212,-122.41189299999999
13830,,70 DOUGLASS ST,2625007A,2009-03-27,CONSTRUCTION,01/01/2016,2008-02-22,200603035946.0,2005-09-02 07:00:00,2006-03-03,2005-09-02,2009-03-27,CONSTRUCTION,"('2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2006-03-03', '2008-02-22', '2009-03-27', '2009-03-27')",3772.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,1.0,37.7627785997,-122.43989059200001
15385,,42 FARRAGUT AV,7100017,2016-03-04,BP FILED,,,201603041266.0,2016-03-04,2016-03-04,2016-03-04,2016-03-04,BP FILED,"('2016-03-04',)",,"('BP FILED',)",1,2016,Proposed,2.0,1.0,37.7106793665,-122.44988700000002
15676,2015-03-16,807 BOSWORTH ST,6758032,2015-05-15,BP ISSUED,,,201306280702.0,2013-06-28,2013-06-28,2013-06-28,2015-05-15,BP ISSUED,"('2013-06-28', '2013-06-28', '2015-03-16', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15')",,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.733669892600005,-122.436127
4975,,1190 MISSION ST,3702052,2013-05-15,CONSTRUCTION,10/01/2013,2012-03-08,201012166843,2010-12-16 08:00:00,2012-03-08,2010-12-16,2013-05-15,CONSTRUCTION,"('2012-03-08', '2012-07-11', '2012-10-09', '2012-12-12', '2013-04-09', '2013-05-15', '2013-05-15')",1019.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,418.0,418.0,37.7776201,-122.41298459999999
12508,,146  JASPER PLACE,0103021,2013-06-24,PL FILED,,,,2013-06-24,2013-06-24,2013-06-24,2013-06-24,PL FILED,"('2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,4.0,2.0,37.8012555802,-122.408790537
15285,,340 11TH ST,3521005,2014-09-05,PL FILED,,,200504119696,2005-04-11,2005-04-11,2014-09-05,2014-09-05,PL FILED,"('2005-04-11', '2005-04-11', '2005-04-11', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,0.0,0.0,37.771174217600006,-122.413546
14604,,1126 - 1130 HOWARD STREET,3727014,2016-03-15,BP FILED,,,201603152086.0,2014-12-31,2016-03-15,2014-12-31,2016-03-15,BP FILED,"('2016-03-15',)",,"('BP FILED',)",1,2016,Proposed,0.0,0.0,37.7776555553,-122.410402
14576,,1066 MARKET ST,0350003,2016-03-17,PL APPROVED,,,201406128212.0,2014-06-18,2014-06-18,2014-06-18,2016-03-17,PL APPROVED,"('2014-06-18', '2014-06-18', '2014-06-18', '2014-06-18', '2014-06-18', '2014-06-18', '2014-06-18', '2016-03-17')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED')",1,2016,Proposed,304.0,304.0,37.7817990067,-122.41174199999999
11205,,3150 GEARY BL,1066060,2007-09-17,CONSTRUCTION,07/01/2015,2007-09-17,200207171660,2003-09-25,2007-09-17,2003-09-25,2007-09-17,CONSTRUCTION,"('2007-09-17',)",4297.0,"('CONSTRUCTION',)",2,2015,Under Construction,8.0,8.0,37.7820538116,-122.45303777299999
7718,2013-08-20,230 11TH ST,3516005,2014-04-08,CONSTRUCTION,07/01/2014,2013-10-23,201206112314,2012-06-11,2012-06-11,2012-06-11,2014-04-08,CONSTRUCTION,"('2012-06-11', '2012-06-11', '2012-06-11', '2012-06-11', '2012-06-11', '2013-08-20', '2013-10-23', '2014-03-07', '2014-04-08')",750.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,16.0,5.0,37.772532,-122.415292
6764,,1927 GOLDEN GATE AV,1158037,2014-03-17,CONSTRUCTION,04/01/2014,2014-03-17,201303293418,2013-03-29,2013-03-29,2013-03-29,2014-03-17,CONSTRUCTION,"('2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2014-03-17')",368.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",1,2014,Under Construction,2.0,1.0,37.778024,-122.44236599999999
14929,,1749 DOLORES ST,6659006,2015-10-05,CONSTRUCTION,04/01/2016,2015-03-27,201312305300.0,2013-12-30,2013-12-30,2013-12-30,2015-10-05,CONSTRUCTION,"('2013-12-30', '2013-12-30', '2013-12-30', '2013-12-30', '2015-03-27', '2015-06-04', '2015-06-18', '2015-10-05', '2015-10-05', '2015-10-05')",823.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7416204681,-122.423846
14204,2014-08-21,1701 MCKINNON AVE,5305001,2016-01-14,BP ISSUED,,,200806023360.0,2014-08-21,2014-08-21,2008-06-02,2016-01-14,BP ISSUED,"('2014-08-21', '2014-08-21', '2016-01-14')",,"('BP APPROVED', 'BP APPROVED', 'BP ISSUED')",4,2015,Building Permit Approved,2.0,1.0,37.7368266496,-122.39139047399999
5360,2009-03-10,181 TURK ST,0343014,2009-03-10,BP REINSTATED,,,200608230323,2005-03-16 08:00:00,2009-03-10,2005-03-16,2009-03-10,BP REINSTATED,"('2009-03-10', '2009-03-10', '2009-03-10', '2009-03-10', '2009-03-10', '2009-03-10', '2009-03-10')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",3,2013,Building Permit Approved,32.0,32.0,37.783044,-122.41204409999999
13728,,230 02ND AV,1432037,2013-01-31,PL APPROVED,,,,2012-04-24,2012-04-24,2012-04-24,2013-01-31,PL APPROVED,"('2012-04-24', '2012-04-24', '2012-04-24', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31', '2013-01-31')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2015,Proposed,3.0,2.0,37.7844006859,-122.45989713700001
14796,,25 BALBOA ST,1643051,2009-01-12,PL APPROVED,,,,2009-01-12,2009-01-12,2010-03-02,2009-01-12,PL APPROVED,"('2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,2.0,1.0,37.7772083449,-122.459126
1305,2008-07-16,4529 25TH ST,6543012,2008-07-16,BP REINSTATED,,,200702073612,2007-02-07 08:00:00,2008-07-16,2007-02-07 00:00:00,2008-07-16,BP REINSTATED,"('2008-07-16', '2008-07-16')",,"('BP REINSTATED', 'BP REINSTATED')",2,2012,Building Permit Approved,2.0,1.0,37.749213,-122.43971499999999
14944,,1788 SILVER AV,5396001D,2015-08-27,BP FILED,,,201508275396.0,2015-08-27,2015-08-27,2015-08-27,2015-08-27,BP FILED,"('2015-08-27', '2015-08-27', '2015-08-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7338047546,-122.40286100000002
15204,2013-08-19,2895 SAN BRUNO AV,5457037,2013-08-19,BP ISSUED,,,201209270766.0,2010-07-29,2010-07-29,2010-07-29,2013-08-19,BP ISSUED,"('2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2013-01-17', '2013-01-17', '2013-01-17', '2013-01-17', '2013-01-17', '2013-08-19', '2013-08-19', '2013-08-19', '2013-08-19', '2013-08-19', '2013-08-19', '2013-08-19', '2013-08-19')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,10.0,10.0,37.7255411478,-122.402449
15701,2014-05-23,870 INGERSON AV,4964019,2014-05-23,BP REINSTATED,,,200407027962.0,2004-07-02,2014-05-23,2004-07-02,2014-05-23,BP REINSTATED,"('2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,1.0,37.717930565799996,-122.390406
15772,,CPMC HOSPITAL - VAN NESS CAMPUS,0694005,2015-07-17,CONSTRUCTION,04/01/2016,2015-07-17,201204208807.0,2010-06-10,2015-07-17,2010-06-10,2015-07-17,CONSTRUCTION,"('2015-07-17',)",2122.0,"('CONSTRUCTION',)",1,2016,Under Construction,0.0,-25.0,37.786092919299996,-122.42023700000001
13147,2015-10-28,250 HOWARD ST,3718025,2015-10-28,BP ISSUED,,,201504274732.0,2015-04-27,2015-04-27,2015-04-27,2015-10-28,BP ISSUED,"('2015-04-27', '2015-10-28')",,"('BP FILED', 'BP ISSUED')",3,2015,Building Permit Approved,0.0,0.0,37.790552146799996,-122.39452524200001
12254,,1726 - 1730 MISSION STREET,3532004A,2015-07-14,PL FILED,,,,2014-11-24,2015-07-14,2014-11-24,2015-07-14,PL FILED,"('2015-07-14',)",,"('PL FILED',)",3,2015,Proposed,36.0,36.0,37.7694661025,-122.420409656
15822,,1320 - 1380 LOMBARD ST,0499002D,2016-01-12,PL FILED,,,,2016-01-12,2016-01-12,2016-01-12,2016-01-12,PL FILED,"('2016-01-12',)",,"('PL FILED',)",1,2016,Proposed,16.0,16.0,37.8017630001,-122.42373
3424,2011-03-17,134 ORD ST,2657004,2013-03-12,CONSTRUCTION,04/01/2013,2012-07-11,200907142604,2009-07-14 07:00:00,2011-03-17,2009-07-14,2013-03-12,CONSTRUCTION,"('2011-03-17', '2012-07-11', '2012-10-05', '2012-10-05', '2013-03-12')",1356.0,"('BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,1.0,1.0,37.7615761,-122.4401327
4458,,PIER 15,9900015,2009-08-11,PL FILED,,,,2009-05-27 07:00:00,2009-08-11,2009-05-27,2009-08-11,PL FILED,"('2009-08-11', '2009-08-11', '2009-08-11', '2009-08-11', '2009-08-11', '2009-08-11')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2013,Proposed,0.0,0.0,37.801185,-122.397874
8240,,935 FOLSOM ST,3753140,2010-04-19,PL FILED,,,,2006-05-25 07:00:00,2010-04-19,2006-05-25,2010-04-19,PL FILED,"('2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19', '2010-04-19')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,13.0,69.0,37.779604,-122.40400600000001
15274,,3314 CESAR CHAVEZ ST,6571012,2015-04-14,BP FILED,,,201504143580.0,2015-04-14,2015-04-14,2015-04-14,2015-04-14,BP FILED,"('2015-04-14', '2015-04-14', '2015-04-14', '2015-04-14')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,50.0,50.0,37.7485212169,-122.41646200000001
8234,,639 NATOMA ST,3727035,2013-04-01,CONSTRUCTION,10/01/2014,2012-06-29,201104194374,2009-06-11 07:00:00,2011-04-19,2009-06-11,2013-04-01,CONSTRUCTION,"('2011-04-19', '2012-06-29', '2012-06-29', '2012-10-29', '2013-04-01', '2013-04-01', '2013-04-01', '2013-04-01', '2013-04-01', '2013-04-01', '2013-04-01')",1937.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,3.0,1.0,37.777587,-122.410698
13314,2015-11-17,MISSION BAY BLOCK 1,8715004,2015-11-17,BP ISSUED,,,201408133766.0,2015-09-22,2015-09-22,2014-08-13,2015-11-17,BP ISSUED,"('2015-09-22', '2015-11-17')",,"('BP FILED', 'BP ISSUED')",4,2015,Building Permit Approved,152.0,152.0,37.7750508786,-122.390643392
15459,,490 JAMESTOWN AV (BLDG 4),5000001,2015-10-27,BP FILED,,,201510270914.0,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27',)",,"('BP FILED',)",1,2016,Proposed,81.0,81.0,37.7133440211,-122.385107
15741,,938 SANTIAGO ST,2329008,2014-10-24,BP FILED,,,201410249874.0,2014-10-24,2014-10-24,2014-10-24,2014-10-24,BP FILED,"('2014-10-24', '2014-10-24', '2014-10-24', '2014-10-24', '2014-10-24', '2014-10-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7450853172,-122.477617
15231,2014-10-27,3038 CLEMENT ST,1402023,2014-10-27,BP ISSUED,,,201211093910.0,2012-11-09,2012-11-09,2012-11-09,2014-10-27,BP ISSUED,"('2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2014-10-27', '2014-10-27', '2014-10-27', '2014-10-27', '2014-10-27', '2014-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,6.0,6.0,37.7819419465,-122.49203100000001
15504,,5498 MISSION ST,7044A006,2009-11-18,PL FILED,,,200804159728.0,2008-04-15 07:00:00,2009-11-18,2008-04-15,2009-11-18,PL FILED,"('2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18', '2009-11-18')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,6.0,1.0,37.7129143241,-122.444826
5305,2008-02-25,1316 BOWDOIN ST,6164034,2008-02-25,BP ISSUED,,,200708139503,2007-08-13,2008-02-25,2007-08-13,2008-02-25,BP ISSUED,"('2008-02-25',)",,"('BP ISSUED',)",3,2013,Building Permit Approved,1.0,1.0,37.719666,-122.408049
15532,,580 DE HARO ST,4008003,2014-03-13,PL FILED,,,,2014-03-13,2014-03-13,2014-03-13,2014-03-13,PL FILED,"('2014-03-13', '2014-03-13')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,9.0,3.0,37.762564800999996,-122.401699
12083,,800 INDIANA STREET,4105009,2013-10-10,PL FILED,,,,2013-10-10,2013-10-10,2013-10-10,2013-10-10,PL FILED,"('2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,340.0,340.0,37.7591964033,-122.39172904700001
14691,2014-09-25,1302 YORK ST,4274001,2015-08-25,CONSTRUCTION,04/01/2016,2015-07-22,201310119147.0,2013-10-11,2013-10-11,2013-10-11,2015-08-25,CONSTRUCTION,"('2013-10-11', '2013-10-11', '2013-10-11', '2014-09-25', '2014-09-25', '2014-09-25', '2015-07-22', '2015-08-25', '2015-08-25', '2015-08-25')",903.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,3.0,1.0,37.7511146781,-122.40825
14504,2008-06-03,1600 OWENS ST,8709004,2015-11-12,CONSTRUCTION,01/01/2016,2015-02-17,200711097802.0,2006-09-29 07:00:00,2008-06-03,2006-09-29,2015-11-12,CONSTRUCTION,"('2008-06-03', '2008-06-03', '2008-06-03', '2008-06-03', '2008-06-03', '2008-06-03', '2008-06-03', '2015-02-17', '2015-05-11', '2015-05-11', '2015-09-28', '2015-11-12')",3380.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,0.0,0.0,37.7687575642,-122.395057508
14703,,1331 SAN BRUNO AV,4262020A,2015-07-13,BP FILED,,,201507131253.0,2015-07-13,2015-07-13,2015-07-13,2015-07-13,BP FILED,"('2015-07-13', '2015-07-13', '2015-07-13')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.752673774,-122.404008
15489,,53 LEDYARD ST,5395042,2015-07-22,BP FILED,,,201507222196.0,2015-07-22,2015-07-22,2015-07-22,2015-07-22,BP FILED,"('2015-07-22', '2015-07-22', '2015-07-22')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7332197787,-122.40169499999999
14630,,119 VERNON ST,7085017,2014-02-06,BP FILED,,,201402067966.0,2014-02-06,2014-02-06,2014-02-06,2014-02-06,BP FILED,"('2014-02-06', '2014-02-06', '2014-02-06', '2014-02-06', '2014-02-06', '2014-02-06', '2014-02-06', '2014-02-06', '2014-02-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7146829205,-122.468278
513,,1239 CONNECTICUT ST,4287022,2012-01-19,CONSTRUCTION,04/01/2012,2012-01-19,200908074405,2009-08-07 07:00:00,2012-01-19,2009-08-07 07:00:00,2012-01-19,CONSTRUCTION,"('2012-01-19',)",967.0,"('CONSTRUCTION',)",1,2012,Under Construction,0.0,0.0,37.750596,-122.396188
