,BP_date,address,apn,best_date,best_stat,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,unitsnet,x,y
12414,,1234 GRANT AVE,0145044,2015-07-09,BP FILED,,,2015-07-09,2015-07-09,2015-07-09,2015-07-09,BP FILED,"('2015-07-09',)",0.0,"('BP FILED',)",3,2015,Proposed,4.0,37.7986478663,-122.40700243200001
14891,2010-06-14,162 BREWSTER ST,5556019,2014-05-21,CONSTRUCTION,2012-09-18,,2006-07-10 07:00:00,2010-06-14,2006-07-10,2014-05-21,CONSTRUCTION,"('2010-06-14', '2010-06-14', '2012-09-18', '2012-09-18', '2012-09-18', '2012-09-18', '2012-09-18', '2012-09-18', '2014-03-19', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21', '2014-05-21')",1437.0,"('BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.744103487,-122.4074
15080,2015-12-18,2308 21ST AV,2349038,2015-12-18,BP ISSUED,,,2014-11-21,2014-11-21,2014-11-21,2015-12-18,BP ISSUED,"('2014-11-21', '2014-11-21', '2014-11-21', '2014-11-21', '2015-12-18', '2015-12-18')",392.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7446213833,-122.47764
14419,,3223 ORTEGA ST,2094005,2011-05-20,CONSTRUCTION,2011-05-20,,2008-09-03 07:00:00,2011-05-20,2008-09-03,2011-05-20,CONSTRUCTION,"('2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20', '2011-05-20')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,0.0,37.749680044899996,-122.497311325
9496,2014-10-10,1248 SILVER AV,5918001,2014-10-10,BP REINSTATED,,,2010-05-06,2010-05-06,,2014-10-10,BP REINSTATED,"('2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2014-10-10')",1618.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED')",4,2014,Building Permit Approved,1.0,37.730336,-122.411437
14743,,1433 BUSH ST,0670024,2015-09-22,PL FILED,,,2009-11-17,2009-11-17,2015-09-22,2015-09-22,PL FILED,"('2009-11-17', '2009-11-17', '2009-11-17', '2009-11-17', '2009-11-17', '2009-11-17', '2009-11-17', '2009-11-17', '2014-07-31', '2014-07-31', '2014-07-31', '2015-09-22', '2015-09-22', '2015-09-22')",2135.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,34.0,37.7883632539,-122.420841
13535,2012-11-26,198 COLEMAN ST,4591C069,2016-01-15,CONSTRUCTION,2014-03-24,,2009-12-22,2012-11-26,2009-12-22,2016-01-15,CONSTRUCTION,"('2012-11-26', '2012-11-26', '2014-03-24', '2014-05-19', '2014-09-15', '2015-02-27', '2015-04-22', '2015-04-22', '2015-09-29', '2016-01-15')",1145.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,12.0,37.728268833099996,-122.368349951
14801,,3336 BRODERICK ST,0927024,2015-01-07,BP FILED,,,2015-01-07,2015-01-07,2015-01-07,2015-01-07,BP FILED,"('2015-01-07', '2015-01-07', '2015-01-07', '2015-01-07')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.8012685251,-122.44449099999999
14872,2015-05-05,1566 32ND AV,1877034,2015-09-10,BP ISSUED,,,2014-05-07,2014-05-07,2014-05-07,2015-09-10,BP ISSUED,"('2014-05-07', '2014-05-07', '2014-05-07', '2015-05-05', '2015-05-05', '2015-09-10', '2015-09-10', '2015-09-10')",491.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,-1.0,37.757991209000004,-122.490379
14906,,1660 MCALLISTER ST,1156013,2015-01-26,BP FILED,,,2015-01-26,2015-01-26,2015-01-26,2015-01-26,BP FILED,"('2015-01-26', '2015-01-26', '2015-01-26', '2015-01-26', '2015-01-26')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,37.777952962,-122.43937
10313,,3904 24TH ST,3654040,2014-05-30,PL FILED,,,2014-05-30,2014-05-30,2014-05-30,2014-05-30,PL FILED,"('2014-05-30', '2014-05-30', '2014-05-30', '2014-05-30')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2015,Proposed,1.0,37.7517507265,-122.42990482299999
13138,,835-845 JACKSON ST,0192014,2012-07-12,PL APPROVED,,,2008-06-26,2008-06-26,2008-06-26,2012-07-12,PL APPROVED,"('2008-06-26', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12', '2012-07-12')",1477.0,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,0.0,37.7952136136,-122.40960966200001
15047,,22 ORD CT,2619067,2013-10-21,BP FILED,,,2013-10-18,2013-10-21,2013-10-18,2013-10-21,BP FILED,"('2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7639077771,-122.44054299999999
15143,2014-08-21,2600 ARELIOUS WALKER DR,4884025,2016-03-29,CONSTRUCTION,2015-06-01,,2014-01-16,2014-01-16,2014-01-16,2016-03-29,CONSTRUCTION,"('2014-01-16', '2014-01-16', '2014-08-21', '2014-10-02', '2015-06-01', '2015-07-29', '2015-10-09', '2015-12-31', '2016-03-29')",803.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,93.0,37.7193826402,-122.38493400000002
12315,,576 HUDSON AV,4591C032,2015-01-14,BP FILED,,,2015-01-14,2015-01-14,2015-01-14,2015-01-14,BP FILED,"('2015-01-14', '2015-01-14', '2015-01-14')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,11.0,37.7293040117,-122.368899993
15425,,4524 CABRILLO ST,1598020,2015-03-31,BP FILED,,,2015-03-31,2015-03-31,2015-03-31,2015-03-31,BP FILED,"('2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7736178605,-122.507322
15753,,963 ALABAMA ST,4146025,2015-01-21,BP FILED,,,2015-01-21,2015-01-21,2015-01-21,2015-01-21,BP FILED,"('2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7565224011,-122.411055
2143,,1946 POLK ST,596024,2012-08-09,CONSTRUCTION,2012-08-09,2.00711E+11,2007-11-14,2012-08-09,2007-11-14,2012-08-09,CONSTRUCTION,"('2012-08-09',)",0.0,"('CONSTRUCTION',)",3,2012,Under Construction,39.0,-122.42131200000001,37.794585999999995
9679,2014-03-25,1424 10TH AV,1844040,2014-03-25,BP ISSUED,,,2013-11-01,2013-11-01,,2014-03-25,BP ISSUED,"('2013-11-01', '2014-03-25', '2014-03-25', '2014-03-25', '2014-03-25')",144.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2014,Building Permit Approved,1.0,37.761565000000004,-122.467082
2166,,126 MUSEUM WY,2620018,2007-09-12,PL FILED,,,2007-09-12,2007-09-12,2007-09-12,2007-09-12,PL FILED,"('2007-09-12', '2007-09-12', '2007-09-12')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",3,2012,Proposed,1.0,-122.43979399999999,37.764214
15546,2011-10-27,60 BURR AV,6360001,2011-10-27,BP ISSUED,,,2010-02-23 08:00:00,2011-10-27,2010-02-23,2011-10-27,BP ISSUED,"('2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27', '2011-10-27')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,0.0,37.7093935865,-122.414208
10147,,1370 PACIFIC AV,155021,2014-08-12,BP FILED,,,,2014-08-12,,2014-08-12,BP FILED,"('2014-08-12',)",0.0,"('BP FILED',)",1,2015,Proposed,1.0,37.7956826009,-122.417763154
15197,,2855 FILBERT ST,0948029,2013-10-04,BP FILED,,,2013-10-04,2013-10-04,2013-10-04,2013-10-04,BP FILED,"('2013-10-04', '2013-10-04', '2013-10-04', '2013-10-04', '2013-10-04', '2013-10-04', '2013-10-04', '2013-10-04')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7963799742,-122.446458
12330,,1900 MISSION STREET,3554001,2015-07-08,BP FILED,,,2014-02-11,2014-02-11,2013-09-16,2015-07-08,BP FILED,"('2014-02-11', '2014-02-11', '2014-09-18', '2014-09-18', '2014-09-18', '2015-07-08', '2015-07-08')",512.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,9.0,37.7665356363,-122.420108701
12316,2012-02-03,140 09TH ST,3509005,2015-01-29,CONSTRUCTION,2012-07-05,,2011-05-25 07:00:00,2012-02-03,2011-05-25,2015-01-29,CONSTRUCTION,"('2012-02-03', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2012-07-05', '2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29')",1091.0,"('BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,10.0,37.7754851363,-122.41425789799999
15026,,2127 CASTRO ST,6612026,2015-10-01,CONSTRUCTION,2015-03-10,,2013-06-06,2013-06-06,2013-06-06,2015-10-01,CONSTRUCTION,"('2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2015-03-10', '2015-05-20', '2015-05-20', '2015-10-01', '2015-10-01', '2015-10-01')",847.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.744447102399995,-122.4331
15687,,827 KEARNY ST,0194004,2015-07-29,PL FILED,,,2014-03-14,2015-07-29,2014-03-14,2015-07-29,PL FILED,"('2015-07-29', '2015-07-29', '2015-07-29')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,1.0,37.7956862635,-122.40535600000001
15427,,453 RALSTON ST,6996010,2015-12-17,BP FILED,,,2015-12-17,2015-12-17,2015-12-17,2015-12-17,BP FILED,"('2015-12-17', '2015-12-17')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7206315842,-122.46923999999999
6796,,436 MORAGA ST,1933024,2011-07-20,PL FILED,,201107140249,2011-07-20,2011-07-20,2011-07-20,2011-07-20,PL FILED,"('2011-07-20', '2011-07-20', '2011-07-20', '2011-07-20', '2011-07-20', '2011-07-20', '2011-07-20', '2011-07-20', '2011-07-20')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2014,Proposed,1.0,37.756753,-122.46758799999999
14961,,1855 30TH AV,2067002O,2015-03-31,BP FILED,,,2015-03-31,2015-03-31,2015-03-31,2015-03-31,BP FILED,"('2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7526737902,-122.48851
15231,2014-10-27,3038 CLEMENT ST,1402023,2014-10-27,BP ISSUED,,,2012-11-09,2012-11-09,2012-11-09,2014-10-27,BP ISSUED,"('2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2014-10-27', '2014-10-27', '2014-10-27', '2014-10-27', '2014-10-27', '2014-10-27')",717.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,6.0,37.7819419465,-122.49203100000001
10879,,2231 UNION ST,539032,2009-10-08,PL APPROVED,,,2009-08-11,2009-10-08,2009-08-11,2009-10-08,PL APPROVED,"('2009-10-08', '2009-10-08', '2009-10-08')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2015,Proposed,-1.0,37.796726187800004,-122.436087047
12508,,146  JASPER PLACE,0103021,2013-06-24,PL FILED,,,2013-06-24,2013-06-24,2013-06-24,2013-06-24,PL FILED,"('2013-06-24', '2013-06-24', '2013-06-24')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,2.0,37.8012555802,-122.408790537
15127,,2506 MCALLISTER ST,1144020,2014-03-18,BP FILED,,,2014-03-18,2014-03-18,2014-03-18,2014-03-18,BP FILED,"('2014-03-18', '2014-03-18', '2014-03-18', '2014-03-18', '2014-03-18', '2014-03-18', '2014-03-18', '2014-03-18', '2014-03-18')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,37.775935146500004,-122.453275
15448,2014-02-12,480 POTRERO AV,3973002C,2016-01-13,CONSTRUCTION,2015-03-26,,2012-10-04,2012-10-04,2012-10-04,2016-01-13,CONSTRUCTION,"('2012-10-04', '2012-10-04', '2013-06-25', '2013-06-25', '2013-06-25', '2014-02-12', '2014-05-23', '2014-05-23', '2015-03-26', '2015-05-20', '2015-07-29', '2015-10-08', '2016-01-13', '2016-01-13')",1196.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,77.0,37.763477661399996,-122.407671
14657,2016-04-01,1236 ARGUELLO BL,1265019,2016-04-01,BP ISSUED,,,2014-05-23,2014-05-23,2014-05-23,2016-04-01,BP ISSUED,"('2014-05-23', '2016-04-01')",679.0,"('BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,37.765268189299995,-122.45734099999999
5644,,333 FREMONT ST,3747019,2013-12-12,CONSTRUCTION,2012-10-17,200506246051,2005-05-09,2012-10-17,2005-05-09,2013-12-12,CONSTRUCTION,"('2012-10-17', '2012-12-11', '2013-04-23', '2013-06-27', '2013-09-17', '2013-12-12')",421.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,88.0,37.787636,-122.392902
15122,,2477 LOMBARD ST,0937022,2015-12-22,BP FILED,,,2015-12-22,2015-12-22,2015-12-22,2015-12-22,BP FILED,"('2015-12-22', '2015-12-22')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7988366995,-122.44211100000001
14554,,102 BAKER ST,1219018,2014-11-25,BP FILED,,,2014-11-25,2014-11-25,2014-11-25,2014-11-25,BP FILED,"('2014-11-25', '2014-11-25', '2014-11-25', '2014-11-25', '2014-11-25', '2014-11-25')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7720172859,-122.440249
14610,,1145 POLK ST,0691001,2015-11-20,PL FILED,,,2015-07-08,2015-11-20,2015-07-08,2015-11-20,PL FILED,"('2015-11-20', '2015-11-20')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,54.0,37.7874658081,-122.420298
14774,,15 GUY PL,3749012,2015-01-29,PL FILED,,,2015-01-29,2015-01-29,2015-01-29,2015-01-29,PL FILED,"('2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,1.0,37.7863074569,-122.394352
10005,,2293 POWELL ST,41001,2014-06-16,PL FILED,,,2014-06-16,2014-06-16,2014-06-16,2014-06-16,PL FILED,"('2014-06-16', '2014-06-16')",0.0,"('PL FILED', 'PL FILED')",1,2015,Proposed,17.0,37.8056172019,-122.412199789
2004,2011-11-22,722 DIAMOND ST,2830004,2012-07-10,CONSTRUCTION,2012-07-10,2.01012E+11,2010-12-20 08:00:00,2011-11-22,2010-12-20,2012-07-10,CONSTRUCTION,"('2011-11-22', '2012-07-10', '2012-07-10')",231.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,1.0,-122.43652379999999,37.7515157
14388,,981 MISSION ST - CB3P,3725078,2016-01-08,PL APPROVED,,,2015-10-14,2016-01-08,2015-10-14,2016-01-08,PL APPROVED,"('2016-01-08',)",0.0,"('PL APPROVED',)",4,2015,Proposed,0.0,37.7811462421,-122.407882879
8136,,451 34TH AV,1466009,2009-07-16,PL APPROVED,,,2008-07-24 07:00:00,2009-07-16,2008-07-24,2009-07-16,PL APPROVED,"('2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,1.0,37.7805803,-122.494605
15624,2014-09-18,715 KIRKHAM ST,1857037,2015-05-29,CONSTRUCTION,2015-02-23,,2013-07-22,2013-07-22,2013-07-22,2015-05-29,CONSTRUCTION,"('2013-07-22', '2013-07-22', '2013-07-22', '2013-07-22', '2014-09-18', '2015-02-23', '2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29')",676.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,37.7599548603,-122.46853700000001
3874,2012-09-17,1340 NATOMA ST,3548065,2012-09-17,BP ISSUED,,201206122372,2007-04-05 07:00:00,2007-12-17,2012-06-12,2012-09-17,BP ISSUED,"('2007-12-17', '2012-06-12', '2012-09-17', '2012-09-17', '2012-09-17', '2012-09-17')",1736.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2013,Building Permit Approved,2.0,37.7676796,-122.4185866
4543,,806 42ND AV,1684004L,2008-02-15,PL APPROVED,,200612200235,2008-01-16 08:00:00,2008-02-15,2008-01-16,2008-02-15,PL APPROVED,"('2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2013,Proposed,1.0,37.773409,-122.502233
15630,,72 ELLIS ST,0327011,2010-03-25,PL APPROVED,,,2009-12-02 08:00:00,2010-03-25,2009-12-02,2010-03-25,PL APPROVED,"('2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25', '2010-03-25')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,0.0,37.7857990428,-122.40744199999999
15786,,TRANSBAY BLOCK 1,3740030,2014-06-25,BP FILED,,,2014-06-25,2014-06-25,2014-06-25,2014-06-25,BP FILED,"('2014-06-25', '2014-06-25')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,390.0,37.78973655,-122.39175300000001
15326,,3601 LAWTON ST,1901001,2015-07-24,PL FILED,,,2015-07-24,2015-07-24,2015-07-24,2015-07-24,PL FILED,"('2015-07-24',)",0.0,"('PL FILED',)",1,2016,Proposed,12.0,37.7566230913,-122.501654
15396,,427 LISBON ST,6087025,2015-03-16,BP FILED,,,2015-03-16,2015-03-16,2015-03-16,2015-03-16,BP FILED,"('2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7214246881,-122.433699
9006,2013-11-26,388 FULTON ST,0785029,2013-11-26,BP ISSUED,,201303273113,2012-08-06,2013-11-26,2012-08-06,2013-11-26,BP ISSUED,"('2013-11-26',)",0.0,"('BP ISSUED',)",3,2014,Building Permit Approved,69.0,37.7787964,-122.4231868
15690,,846 38TH AV,1680028,2015-05-13,BP FILED,,,2015-05-13,2015-05-13,2015-05-13,2015-05-13,BP FILED,"('2015-05-13', '2015-05-13', '2015-05-13', '2015-05-13')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7729212753,-122.497856
15161,,268 CLARA ST,3753075,2015-03-31,BP FILED,,,2015-03-31,2015-03-31,2015-03-31,2015-03-31,BP FILED,"('2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.778355779,-122.40405700000001
10108,,377 FILBERT ST,105065,2013-08-21,PL FILED,,,2013-08-21,2013-08-21,2013-08-21,2013-08-21,PL FILED,"('2013-08-21', '2013-08-21')",0.0,"('PL FILED', 'PL FILED')",1,2015,Proposed,2.0,37.801601593,-122.40575006200001
15737,,931 SILVER AV,5864009,2015-11-30,CONSTRUCTION,2015-10-29,,2015-05-20,2015-05-20,2015-05-20,2015-11-30,CONSTRUCTION,"('2015-05-20', '2015-10-29', '2015-11-30', '2015-11-30')",194.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7290311585,-122.416867
15407,,439 ATHENS ST,6075005,2015-11-04,BP FILED,,,2015-11-04,2015-11-04,2015-11-04,2015-11-04,BP FILED,"('2015-11-04', '2015-11-04')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.720879452800006,-122.42866000000001
15323,,36 KNOLLVIEW WAY,2823A016,2014-07-31,PL FILED,,,2014-07-31,2014-07-31,2014-07-31,2014-07-31,PL FILED,"('2014-07-31', '2014-07-31', '2014-07-31', '2014-07-31', '2014-07-31', '2014-07-31', '2014-07-31')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,1.0,37.749840974,-122.45071899999999
14636,,1200 17TH ST,3949001,2012-04-04,PL FILED,,,2012-04-04,2012-04-04,2012-04-04,2012-04-04,PL FILED,"('2012-04-04', '2012-04-04')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,395.0,37.7661247088,-122.395473
3152,,170-180 YUKON STREET,2716056,2010-11-02,CONSTRUCTION,2010-11-02,200705252312,2007-05-25 07:00:00,2010-11-02,2007-05-25,2010-11-02,CONSTRUCTION,"('2010-11-02', '2010-11-02', '2010-11-02', '2010-11-02', '2010-11-02')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,2.0,37.757282000000004,-122.44244599999999
